Bo_14_4a	Bo_15_4a	Bo_22_4a	Bo_23_4a	Bo_24_4a	Bo_25_4a	Bo_20_4a	Bo_21_4a	Bo_14_5a	Bo_15_5a	Bo_22_5a	Bo_23_5a	Bo_24_5a	Bo_25_5a	Bo_20_5a	Bo_21_5a
chr9,13291983,13293055	-0.999205258799553	-0.453473866175087	-0.785474162800724	-1.04686713347618	1.74159709728856	1.11539062391824	0.906428359531176	1.34779538602327	0.451792608853429	0.66570270876538	0.322648815541769	0.668354707995796	-0.801312993862452	-0.863750389749644	-1.08104538102811	-1.18858112202586
chr10,73363520,73364303	-0.893840261603526	-0.631954772708158	0.0119220550115276	-1.12488682903883	0.786190920277307	0.438924905201478	0.714521097513256	2.08964342427138	1.33774868891334	-0.359922630687496	0.923717338618266	0.464161761093049	-1.10705609624169	-1.31994924591028	-0.73243590600856	-0.596784448701071
chr11,82961105,82961751	-0.545464296547303	-0.630426551679478	-1.03292310417579	-0.385222834598184	1.51570796773214	1.7328884441198	0.725377949184436	1.25640041289176	1.09507607394625	-0.369138747183179	0.508853756476964	0.120096627639264	-1.2030285149686	-1.08074791953926	-0.815510837235535	-0.891938426063295
chr13,48763465,48764154	-1.14714203723332	-0.631105918118357	-0.880614860876072	-0.973096711612344	1.70470734001195	0.528854223827108	1.29750851299383	0.884303525760375	0.671699208815461	-0.111457393989359	1.00661517926963	0.967403431755292	-0.623043613899615	-1.51394344920868	-0.837497648120018	-0.343189789375873
chr16,18043318,18043878	-0.965358724360393	-0.752401360567505	-0.496018964903822	-0.899940882366859	0.708849620054673	0.101746428481447	0.862934640421571	0.976546183714794	0.01554466676604	0.794167064065084	1.87486501667168	1.36071948404624	-0.646706310559981	-1.72976252800739	-0.827053919546761	-0.378130413908819
chr18,4290776,4291167	-0.47750314055614	-0.405645902801281	-0.832273531275612	-0.545547437730689	1.47770943378064	1.71684972168635	0.481343474501427	1.33333966117951	0.359189173485565	-0.329434791985375	1.05597498598689	0.345961215293223	-1.15431506325623	-1.63502911587206	-0.820741537140982	-0.569877145295235
chr1,3420683,3421356	0.857124544805411	1.24656243964934	1.67859736739982	0.247982102819174	-0.970451171636149	-0.927276678542934	-0.921286679167549	-0.975139751130738	0.0796648293230856	-1.39487426570773	-0.883368388350962	-0.975158853669976	0.257603592347139	0.696263888793	0.871739049799035	1.11201797327003
chr1,4755390,4756681	0.819217893768094	0.221992633063862	1.0275971413071	0.333018569829112	-1.34578187667447	-1.04812881381307	-1.15436216918296	-0.97737535347465	-0.361780831597719	-0.915253766445541	-0.338669520708792	-0.770952644241968	0.455401502942465	0.756023227116218	1.55802176512598	1.74103224298633
chr1,7779601,7780718	1.09798330118491	1.66788349703281	0.678462388628494	-0.174461042259692	-1.16384467079977	-0.595970683645468	-1.66990562518996	-1.33246458843784	0.268659234601341	-0.921771347058243	-0.319179400862335	-0.592364047395504	0.235357069957547	0.620760055132246	1.02674894780407	1.17410691130739
chr1,19462702,19463437	1.04629485987	0.987587594992141	1.56371673290505	0.334789206035146	-1.20597044068759	-0.92084644904113	-1.11882675672901	-0.952941131426579	-0.861900759962633	-0.600233949731621	-1.01223511001895	-0.390124287435205	1.63938044484353	0.40262930844991	0.237592176187314	0.851088561749629
chr1,25279807,25280681	0.435808801772251	-0.411255277482926	0.642631000532429	0.108413222628592	-1.5907827865373	-1.12470213436276	-1.1948939044021	-0.75003129834667	0.356805694047867	-0.908584995427025	-0.345298853060924	-0.395302493713367	1.05338215206132	0.920357866280643	1.36267828480471	1.84077472120525
chr1,28675938,28676651	-0.0913040209942597	1.12864144926497	0.98814724867973	-0.601662854817542	-0.793540382950962	-0.99163776067513	-0.968645950138512	-1.06435124640609	-0.187036665551389	-0.985268791375813	-0.721717994327316	-0.572746586699019	1.29857600017345	0.592697957410642	1.04165180113238	1.92819779727486
chr1,35953563,35954549	-0.0816850815577294	0.240098083331809	0.720394447607608	-0.696314552994222	-1.25504755080452	-1.16348559139045	-1.27628401889174	-1.03760186083075	0.358293287434686	-0.718704701262142	0.0953991068615802	-0.261105898077244	0.84636417772909	0.686505511104275	1.53638152772986	2.00679311400989
chr1,36072971,36073688	-0.284788539894996	-0.550150557810794	1.54285394742746	-0.121593057208761	-1.41419002605877	-1.58227698844874	-0.494560198190695	-0.996727766438983	0.129880046048357	-0.561720091915116	0.00776466344451166	-0.128288373526279	1.02384739300898	0.371241495684209	1.16424510339682	1.8944629504828
chr1,36454540,36455455	1.57482032455067	1.12439161197161	0.259526284009171	0.264568852918437	-1.40650893862378	-0.386540085390559	-1.88287884643077	-1.4053035799689	-0.322720782474055	-0.390040566508612	-0.431845312552336	-0.386253350713538	0.808158126075272	0.885666258076886	0.799464456386354	0.895495548674145
chr1,36635797,36636977	0.683448841125983	0.234493776233337	0.949639580174536	-0.0537369012542393	-1.50942720416299	-1.18174938647443	-1.44920548823008	-1.1939756414524	0.2045482635558	-0.34780223225928	-0.583926493842837	-0.293947125420388	1.09842569746924	1.79197613214422	0.851486067323359	0.79975211507016
chr1,41948896,41949344	1.10439168958138	1.29549840381512	0.544546997803062	-0.133631951547793	-0.951453309669469	-0.246008968462583	-1.46588698950047	-1.0047219565488	-0.673968858862721	-0.986689376446689	-0.826070202408566	-0.901308339531107	0.825622658588417	0.867874646845144	1.11733790947652	1.43446764686855
chr1,42587105,42588551	0.466586211312005	0.630633186420253	0.767044128716163	0.574818873083908	-1.21939541722812	-1.36419102618317	-0.806451066323777	-1.55187482265508	-0.340910266137906	-0.718736635376298	-0.501989579812634	-0.662661070465648	0.868410932488606	1.1844938957194	1.3025252443999	1.37169741204239
chr1,44389689,44390477	0.506534593759999	0.555957537907157	0.866131717322691	-0.305759529097239	-1.08079433157714	-0.782962322925431	-1.18789525307204	-0.855007651165036	-0.0713037256955548	-1.14027048457268	-0.598608316837734	-0.694395693428165	0.834710277411479	0.422614951767635	1.31161468808636	2.2194335421157
chr1,47348836,47349292	0.737280773933257	0.42414203004951	0.138570706746136	0.21164581305775	-1.30142039515323	-0.874746003730865	-1.41884489061626	-1.39983193283615	-0.874946227028204	-0.143730622770433	-0.0856951094831431	-0.451982366650437	1.03250810088325	0.84887336255842	1.51024568556415	1.64793107547625
chr1,49143767,49144897	0.337978976673518	0.547092741739114	-0.0553037194779864	-0.405018436469894	-1.21515466311543	-0.755093435060844	-1.56748333437301	-1.34707167102867	0.39265670605124	-0.6066601846912	-0.499933477033764	-0.194851236427478	1.42955137979016	1.32001053296996	1.11661974446431	1.50266007598996
chr1,52234148,52234985	1.01469778561219	0.621995577411997	0.96188729678284	0.12295038173736	-1.40786423418323	-0.859954612972058	-1.44878483666158	-1.06565015187078	-1.08650906097321	-0.195946466057199	-0.489219871846251	-0.54882532218603	1.23029178461496	0.820227849736948	1.05343593447435	1.2772679463797
chr1,52567817,52568575	0.737190584494931	1.76282648614616	-0.206627556697758	0.913544396971975	-0.747798936450005	-0.826505423852921	-1.211230662735	-1.93504460847268	-0.598888036671605	-0.380210186216281	-0.456038228628377	-0.523077718978262	0.784338423063358	0.978330544576139	0.84591691560672	0.863274007843605
chr1,52574477,52574918	0.508187823491973	0.986964206811679	0.749905548286989	0.356083229681843	-1.29630211711763	-1.36924312023844	-1.25493250357495	-1.67574120324963	0.305244856568327	-0.581466758291257	-0.531733492885382	-0.316657808018413	0.979108951311709	1.26612863154447	0.87603887568696	0.998414879991753
chr1,53345882,53346518	1.62299451767731	1.17280854066837	-0.114724414163418	0.250094367706853	-1.16248195288793	-0.0563323548536382	-1.66585647659434	-1.29995745099192	-0.0583316346697631	-0.91997205332368	-0.751171298024614	-0.619360696909183	0.794923967213458	0.951907962528598	0.789560753657187	1.06589822296672
chr1,54073853,54074554	0.896709205547641	0.106348896339702	1.87207580171171	0.534881803709022	-1.48271669059095	-1.20411994160712	-0.8180913420548	-0.597694695042439	-1.29642991222844	-0.14610967541061	-0.498757156749991	-0.833249011963115	0.696238357993039	0.966163611409032	1.01866460638063	0.786086142556681
chr1,56458034,56459216	0.720609161024976	1.29959282082779	1.25059863101658	0.0648392275174903	-0.968967209117929	-0.897162179856232	-1.09978276751634	-1.09081805706719	-1.07151341029109	-0.71600822422805	-0.393345212153007	-0.952150911004623	0.429106142154175	0.722817730466864	1.37056342660856	1.33162083161801
chr1,81923601,81924113	0.579263195680502	1.12143409184713	0.611243619817382	0.222608758521366	-1.12850030402972	-1.07385410184487	-1.29476385052847	-1.60953254158225	-0.788466492561645	-0.302404891797537	-0.0655195886805654	-0.626223091360972	0.65658528530267	0.877784082023938	1.43864721493392	1.38169861425911
chr1,84075698,84076823	0.310905073973267	-0.0877785553480498	0.513650438377249	-0.121947434025486	-1.40941604823283	-1.11917534325507	-1.27092578280969	-1.0666068026038	0.339092044118263	-0.825256805840111	-0.0513900639739565	-0.242461251187261	0.983858589657436	0.500016892054656	1.41496091455944	2.13247413453594
chr1,84446310,84446977	0.0308371386411397	-0.141524461545593	0.797075626114765	-0.739341601349301	-1.46777492218047	-1.14855020513943	-1.4335857811387	-0.768211233282157	0.0793770974445678	-0.2181227886344	-0.38590350321428	0.0285441865929593	1.72305711392603	1.26975436740987	0.994070101013742	1.38029886534124
chr1,84451019,84452025	0.0604850422750823	-0.367149236406083	-0.127635346870655	0.0705694510348925	-1.27067099715443	-1.05141875593787	-1.0265173554961	-1.11470399163749	0.0801186418288213	-0.66407547026149	-0.0560950476185552	-0.352159118119216	1.05068958337319	1.0151028168501	1.68872366285675	2.06473612128306
chr1,102881311,102882035	0.513906110792323	1.00295400977298	0.772556722452775	0.0341781604542661	-1.29105898027071	-1.24721261215832	-1.36272705198257	-1.53867189607952	0.177974308683691	-0.697827928342911	-0.353415344916051	-0.0774577628502122	1.29226117497079	0.357896968225516	0.809945013532051	1.60669910771591
chr1,103237652,103238313	1.44882838631436	0.734297062703792	1.01373810983263	-0.00980324980290751	-1.45219016157279	-0.706781718009856	-1.62576397591289	-1.03764519296255	-0.510247085930152	-0.596419490569146	-0.40330791178656	-0.640941811045006	0.583855456569465	0.872933792482556	1.15652997665404	1.17291781303501
chr1,104607267,104607846	0.529984034571349	0.610447091245932	0.370303078884534	0.613161105893986	-1.17977912290842	-1.17684712071997	-1.02817386581812	-1.55159466233949	-0.606517953733387	-0.438592349163612	-0.583032360459771	-0.137110759693457	1.89843325935515	0.421596080045581	0.715012963785017	1.54271058105468
chr1,108162820,108163572	0.65991749414341	0.411763462651518	0.391079450273176	-0.101215590284702	-1.36778704669818	-0.835933470020776	-1.54981066925239	-1.1834835126392	-0.639610597797625	-0.172299424171518	0.297964215443351	-0.645167078097618	0.296327250561185	1.15421500301566	1.86929136605289	1.41474914682082
chr1,124439911,124440451	0.212800226752748	0.235463667184015	0.0554275164092092	0.326760702205862	-1.25238052874598	-1.30096418886331	-1.0837203022985	-1.5305232937763	-0.15019951315427	-0.446707145900031	-0.282660235227941	-0.15587474038855	1.55612344334271	0.877319912901396	1.17397880396392	1.76515567559504
chr1,125727459,125728004	1.12361492619077	0.866495653358051	0.559892883856939	0.28028139764581	-1.31168520209938	-0.914810755352292	-1.44246378837761	-1.31479682132727	-0.755247349565913	-0.423850512210386	-0.428094980500318	-0.306260806715894	1.45502157664026	0.276420452732712	0.793574734812899	1.54190859091162
chr1,126102939,126103530	0.235127371751345	0.0432598964253927	0.788902755502415	-0.29808268184994	-1.2193892991337	-1.00094098352229	-1.10018419054388	-0.770319217999958	-0.167025745461839	-0.487505696665898	-0.587693460088885	-0.718275935988896	0.602256230861047	2.37105046743339	1.43923523626377	0.869585253017928
chr1,127770445,127771040	1.41531176305986	0.978515447802595	0.546405976224327	0.721458303654854	-1.1067196896617	-0.393123336430994	-1.39500775730171	-1.11825990336834	-0.171100832749686	-1.11444133852859	-1.11616981965864	-0.828919282724263	0.865211967968459	1.29176601941849	0.651103149375881	0.773969332919459
chr1,136796734,136797508	-0.0377954143835622	0.506677019118401	0.656523852162492	-0.573917057030137	-0.967254384483269	-1.00995433072208	-1.12242088765242	-1.06198659482128	-0.420016879262409	-0.625010214069831	-0.634168195839021	-0.468409844298524	1.59590740274604	1.23308768413013	1.24826108783566	1.68047675656981
chr1,136803152,136803947	0.365481083202811	0.096303871409817	0.0468044302793865	0.45470772892783	-1.18140184693262	-1.02732631061296	-1.04514796113408	-1.35562468074091	0.341669349136794	-0.849215808709316	-0.889333636346793	-0.0928123161681098	2.01113796283251	0.970714063254657	0.675345141640508	1.47869892996048
chr1,137695173,137696193	-0.0169269283222972	0.561484951518337	0.0122949848913562	-0.100719277712808	-0.781681380791485	-0.954052501556752	-0.905161200795551	-1.36574957133111	-0.055097303131045	-0.930197097159595	-0.426461654128858	-0.745284746166496	0.755058966299014	1.37821695007394	1.7352682972269	1.83900751108645
chr1,139950242,139951312	-0.0650606518853142	1.3589083405212	0.352768637528128	-0.035428279770684	-0.509098714624171	-1.15051254035393	-0.676260388126715	-1.65170505851611	-0.381569945070391	-0.955977798993234	-0.332566966823662	-0.690967327455985	0.76613845279843	0.649324146553128	1.45959480697778	1.86241328724154
chr1,143301276,143301859	1.29129098003743	1.17332914818386	0.148176261316842	0.416090314484739	-1.16851599332227	-0.463278477965214	-1.60359319747619	-1.42913529710571	-0.356475137969587	-0.608446501647823	-0.815846433752103	-0.215692222077228	1.69238332538272	0.558107473941611	0.353674691026737	1.02793106694219
chr1,146136452,146137805	0.536604275451957	0.566288767503419	0.128956439791151	0.450551994702178	-1.11860832886802	-0.997076258666029	-1.14277953214452	-1.47895455407299	-0.272028298483842	-0.741765183342619	-0.52642961337947	-0.655361325387195	0.922296887710619	1.391342264324	1.43061280010376	1.50634966475759
chr1,146162332,146163107	1.04528669664732	0.0287104977349197	0.1312652614811	1.06015046023877	-1.40856624852438	-0.969418481126523	-1.24190709741912	-1.30799264570344	-0.560310430412903	-0.560040013416071	0.0230038567014209	-0.450961437069997	0.727711146066563	0.31244399630057	1.3580564427569	1.81256799574487
chr1,146313247,146314074	0.306320224576288	1.07624199258789	0.102718593214807	0.267605082124453	-0.926988878136422	-1.06618904321643	-1.09889386513498	-1.66989420992663	0.322975642777016	-1.00306139003876	-0.663700471727366	-0.333157131129819	1.3482468663321	0.743394735228493	0.925859337600287	1.66852251486908
chr1,153895411,153896544	0.490083008785138	0.828227950874371	-0.330623140713344	0.280407698135876	-0.956507703330009	-0.71017916983414	-1.38215722219039	-1.73057320762565	-0.645907255567716	-0.335087901723436	0.059073857121032	-0.510567497745536	0.806657447957125	0.85793456611294	1.59281630055316	1.68640226919058
chr1,155255747,155256619	0.862677858291256	0.60473638697677	0.677684947134285	0.284211215707196	-1.46003359760561	-1.1447104822908	-1.46744021225884	-1.43180082160059	0.604994912640099	-0.86759801541382	-0.310703120346028	-0.335127481061273	0.708562732017471	0.711968368247329	1.07561902391268	1.48695828564987
chr1,161443372,161444220	0.100466439074305	1.62760507937865	0.434797363830364	-0.212216458262537	-0.705782855866505	-1.11984080213422	-1.08174781490079	-1.71680489872296	-0.0515410552752559	-0.847206308978774	-0.307971042903206	-0.329904588692883	1.02926550801494	0.399990398324175	1.05369793191806	1.72719310519662
chr1,161686809,161687558	1.80753184965345	1.50134150234339	0.281830305370164	0.579302673580854	-1.10947732362933	-0.0194523051845531	-1.66259346111509	-1.30090185341473	-0.424314525801402	-0.735304016428035	-0.837592847480558	-0.519356894734193	0.921890523883327	0.566422511955234	0.300285147461563	0.650388713539916
chr1,161747343,161748129	0.710201607272703	1.06351718651664	-0.0259421855118095	0.422690180261687	-0.992487968414405	-0.722594995695689	-1.36168268726148	-1.55679943842916	-0.201583862461724	-0.395897850478829	-0.862574654111978	-0.539278736098959	1.07283722785585	2.01252578414519	0.784960880295666	0.592109512116284
chr1,164500330,164500736	0.370414380319349	1.69646552838149	0.300604447858148	-0.773960130423905	-0.928417608881448	-0.510761417349787	-1.6297999227028	-1.28624145119336	0.0767145962610399	-0.725300122014337	-0.0168000600663781	-0.562320506087487	0.27727753213726	0.760646023420669	1.44103519020485	1.5104435201367
chr1,170356795,170357790	0.820359579714181	0.622427707299323	0.0663841888951321	0.0652254751331842	-1.31977793823448	-0.74050173268873	-1.59903938531595	-1.40670734503175	-0.0372942543134909	-0.522932476334614	-0.49533571419218	-0.448801297230888	1.01019184448463	1.54030541334497	1.21435954866286	1.23113638580782
chr1,175540448,175541247	0.0267005753237119	0.534871940019751	0.964176209037548	-0.331319916484075	-1.14437274729874	-1.24787825156769	-0.984546985192667	-1.18657896274995	-0.31124991410219	-0.75949209740488	-0.161832984609144	-0.462271950099386	1.00305703170405	0.590420573644912	1.4707373641771	1.99958011560164
chr1,176506430,176507034	0.35679663744473	0.147823181002877	-0.0998152682436829	-0.0477791810955544	-1.10697040975517	-0.641846573061618	-1.21892108533871	-1.06484664182173	-0.930366253052069	-0.383016752188739	0.0109242925337804	-0.32473084322724	1.44611209121277	0.133989752299757	1.40008367543266	2.32256337785793
chr1,176989179,176990022	0.196453580832547	0.0509639114985159	-0.23059634693409	0.182333059826896	-1.16915192560102	-0.952272280406249	-1.13139087795398	-1.38393160205222	-0.11732658451499	-0.648530880639844	-0.150876216287206	-0.281781517376681	1.31131576304169	0.750930542540709	1.47298214498606	2.10087922903987
chr1,176995579,176996415	-0.0290437992231188	0.259228285721951	0.237731226510241	-0.497337937115043	-1.19368053127945	-1.07799987905276	-1.31026348554868	-1.24562685184344	0.104759111413431	-0.438218812385493	-0.0935903761488297	-0.379359144867383	0.882850997178826	1.48145548105396	1.67107893010602	1.62801678547976
chr1,177025166,177025898	0.940646302519791	1.03576788170159	0.241113839777619	0.379261761483349	-1.23586689921078	-0.803341920697112	-1.52296269772014	-1.54372599425986	-0.841853653930626	-0.162446621714616	-0.443788182531886	-0.20001329877131	1.58416799590373	0.543658382697254	0.76096612619065	1.26841697856236
chr1,178434245,178435088	0.573640636370413	1.63008118042229	0.544309161566639	-0.453458350706911	-0.973445234562386	-0.690864140545634	-1.41676718118957	-1.23685210098205	-0.106618737886993	-0.855354803894373	-0.722406259126195	-0.658269553699268	0.887695985750951	1.24509285344483	1.016918438878	1.21629810616027
chr1,187539540,187540553	0.965572618689432	0.489720354607179	0.679652504764615	0.366777081515731	-1.4700087209911	-1.09036471884506	-1.41715304900221	-1.31640769877868	-0.376785567228395	-0.46954079539015	0.0544285326508102	-0.613408076534698	0.276257115370906	0.973265470446219	1.59595863545036	1.35203631327504
chr1,190695860,190696537	0.447388574063187	2.7680463105888	0.470869595877401	-0.542571682980859	-0.558870927034201	-0.493890025590679	-1.30296717815466	-1.28730419960507	0.108093828932779	-0.777396261255701	-0.516744588968708	-0.578585401559535	0.174789537282717	0.765469366330643	0.670670298911668	0.653002753162229
chr1,204259751,204260909	0.636356946635074	0.329785300100469	0.883127445763318	0.106122758962014	-1.46889195846421	-1.2326621183089	-1.37239448260069	-1.25226136902314	-0.150206097822216	-0.628560717251873	-0.103077112792141	-0.289859809371251	0.981842739638719	0.494162335306937	1.2648139519224	1.80170218730548
chr1,208248657,208249527	0.247962790482006	0.406465057628411	0.590469451235861	0.0913306649151173	-1.41875988073332	-1.44902442719172	-1.23230159917548	-1.59084479682489	0.362191532056684	-0.369655988173248	-0.203601126945263	-0.226108469412595	0.892276972202039	1.43783982595721	1.24352814006649	1.2182318539127
chr1,211477549,211478081	-0.0874557604591003	-0.0658284386703617	-0.237755317479866	-0.13687103560405	-0.948202965507484	-0.891325007309163	-0.939941807108612	-1.18046878261182	0.0621471942651692	-0.844451058911034	-0.187630440659123	-0.210535735158615	1.43242809787507	0.387819416032543	1.40459459236797	2.44347704893847
chr1,213583265,213584127	0.525111497660575	1.60085663601732	0.100969669761451	-0.378194808685408	-0.943995537750248	-0.630706604995969	-1.56601608665708	-1.46027097214247	0.565049782603354	-0.967339046704515	-0.53870183050235	-0.346731071339084	0.978433737473447	0.663619979599155	0.885585283927136	1.51232937173469
chr1,216132210,216132843	0.71223795188036	2.10843340911684	0.384290885951635	-0.108193026035888	-0.653314298496411	-0.513976010969829	-1.37024626043293	-1.37236195580452	0.119897401062454	-1.05125289968601	-0.946594783983306	-0.694468915633311	0.824288091120501	0.942027963058136	0.636070594848658	0.983161854003618
chr1,238069565,238070503	0.335616975314859	1.57882177469241	1.25565094118067	-0.0206582270842091	-0.690251732770195	-1.02920376281807	-0.731659787209612	-1.2061661342335	-0.345340729779263	-1.17974869122487	-0.437019737677316	-0.891716609579854	0.16309798286679	0.158785734925656	1.27237545404444	1.76741654935208
chr1,239413035,239414209	1.25638212107152	0.930912796984697	0.725325640514117	0.462097666345413	-1.32228571162024	-0.804386652845059	-1.4748679002233	-1.27513979995251	-0.288438481947227	-0.776320613643593	-0.830457470151386	-0.506950210869158	1.23367836347919	0.908002177457802	0.673246728626157	1.08920134677358
chr1,241068111,241068962	1.47826716951698	1.20223997116435	0.95587790031128	0.365414329881185	-1.03116014923819	-0.241690519538557	-1.4506001058422	-0.855982077624616	-1.00864041078777	-0.546788658938504	-1.15419620935705	-0.830367897204513	1.05535290054467	1.26131301587589	0.399733325128229	0.401227416108823
chr1,241184780,241185334	-0.129737020405731	0.670631723503662	1.18067380410492	-0.292394586964245	-0.992894959903612	-1.39939694458739	-0.63897492032286	-1.26126449453517	0.0659558693259701	-0.992677630307552	-0.448273017483064	-0.606421644306498	0.796239948368504	0.850650404907246	1.39717650260312	1.8007069660027
chr1,241343413,241344271	0.973193667083124	1.5091226044526	0.0626526796938481	-0.161403703353055	-0.858454464356097	-0.0203813216169793	-1.69374230535446	-1.2614969464911	0.000688503833943083	-0.626309090181529	-0.755962446041737	-0.785113331986655	0.318364083101673	1.9670143014022	0.900903521730504	0.43092424808372
chr1,248774888,248775597	0.413672138345655	0.438763552265906	0.689818015608604	-0.204283048984613	-1.0983836671188	-0.887192464973423	-1.1880562982124	-0.961580431388976	-0.426267359393854	-0.872521329153467	-0.00523068466222095	-0.740578586221	0.358417211956613	0.514165653482973	1.86780120615052	2.10145609229849
chr1,254142404,254142856	0.597042440795016	0.19981132624578	0.118102722912762	0.99820613192168	-0.741603575666797	-0.655537511510149	-0.448520053430555	-0.846568803971619	-0.335171934235188	-1.21079467580705	-1.42014534351456	-0.89647336371313	1.83516810345928	1.83571583515609	0.275663154776936	0.6951055465815
chr1,260966511,260967116	0.455356008931499	0.892882904846781	1.2997656063733	0.218023677336409	-1.08144398858559	-1.23259088673642	-0.868131272109074	-1.24026847221836	0.0700068941214895	-1.14222466904026	-0.660510016596574	-0.818405613376675	0.475908299308223	0.855255960799198	1.23000216047606	1.54637340647
chr1,261484174,261485477	0.422005207101764	0.0497546324398202	-0.20258205000635	0.722834055375112	-1.07009092103632	-0.903532969713521	-0.900620305672921	-1.42233241168068	-1.02122233567303	-0.208109215115295	-0.540253821869603	-0.327366108640399	1.87697790437488	0.828788217173474	1.09138227244207	1.60436785050098
chr1,274357664,274358677	1.37757546510409	0.920244694938966	0.299444223090408	1.21590751399395	-0.838229414225183	-0.258222723820444	-1.06936412012551	-1.1670051598073	-0.45943137314956	-1.44298694404124	-0.734826391707355	-0.974465681140579	0.466558550784145	0.128805593426875	0.968128995189498	1.56786677148924
chr1,276977947,276978907	-0.0493284244736305	-0.117745975424858	1.3246863876938	-0.117200021863413	-1.49485145869144	-1.63666758797222	-0.738638887117689	-1.08825714360239	0.0197865740507433	-0.532271682395179	-0.223110783230546	-0.196663869001327	1.19842165743794	0.828059752535177	1.19847566496516	1.62530579708988
chr1,280713048,280714198	0.368160942128367	0.255145887867118	0.109912115602375	0.259688777229516	-1.29972413371221	-1.10544095548525	-1.25758297249066	-1.49414463283699	-0.49676516276741	0.104696348211102	-0.127461497882114	-0.481121204342601	0.740591053778521	1.9104473743183	1.51345116201101	1.00014689837092
chr2,2292828,2293551	1.31859051626015	0.152505803651995	0.678294323942379	0.891747766717226	-1.41389996806341	-0.813561357867818	-1.2834204045737	-0.953172052421336	-0.382955857235125	-0.826945100365991	-0.19492791310701	-0.931185139776037	-0.0206099971050599	0.868515560980619	1.59460491695423	1.31641890200888
chr2,9776939,9777748	0.392787508436595	-0.345223666335654	-0.162247491106819	0.468593863475406	-1.22383966479965	-0.839260400611801	-1.03637942358715	-1.04196984661192	-0.41460191433474	-0.662937148976355	0.144813271655767	-0.649144592986971	0.557938293903759	0.774971908928304	1.96155215507816	2.07494714787307
chr2,13855286,13856182	0.918009697754456	0.688816450428247	0.363842472592138	0.267478501203249	-0.873405001054301	-0.181059118962941	-1.25403903428962	-0.822524138104898	-1.4703895965113	-0.618095403947477	0.0416992269497034	-1.14159567349223	0.136362975415257	0.360527699834989	1.87151337000309	1.71285757218164
