logFC	logCPM	PValue	FDR	Bo_14_2a	Bo_15_2a	Bo_22_2a	Bo_23_2a	Bo_24_2a	Bo_25_2a	Bo_20_2a	Bo_21_2a	V1	V2	V3	V4
chr18,62614355,62615227	0.251946370898103	3.399720685661	0.0457548729961048	0.135568141600766	9.62605504083019	12.1146912073853	9.81151488736327	13.5282545830624	9.70462572855106	8.94342150689191	9.04337286327739	10.1553465568174	chr18	62614355	62615227	Mc4r
chr1,89473738,89474555	-0.174071824903316	2.17795002299108	0.293372669236896	0.489926271936592	3.8874927607355	4.12918888532478	4.86557437652709	3.428803171575	4.4798592064168	4.28566564248428	4.28904154152096	5.35520250043587	chr1	89473738	89474555	Fxyd5
chr1,89487936,89488469	-0.151065277734002	3.39825816258872	0.341332882457689	0.54013166904543	9.25593434577103	7.70047616118209	12.3025082063939	10.0076636409805	10.7323982881061	7.92397384683479	12.1153473378774	12.8338595516677	chr1	89487936	89488469	Fxyd1
chr1,90684553,90685800	-0.0195697778380275	3.28114729056299	0.888560551189021	0.953318578683434	7.95998260690142	9.91121117111234	9.26518619837735	10.7486254512702	9.70505376481658	8.38610175088008	9.13670648312989	11.1718432149234	chr1	90684553	90685800	Chst8
chr19,11308487,11309138	-0.0479140193041552	2.95937943432916	0.730222517198267	0.856981554206578	8.51565741590743	6.78748697632005	7.15468386040205	7.4131477706835	7.74556146861673	8.19586574564148	8.3878797192428	6.552923442362	chr19	11308487	11309138	Mt2A
chr19,11309628,11310180	-0.324810213340594	2.12543568016523	0.0563388472922597	0.157847264515087	3.23953434340431	4.59145073562187	3.11680574271969	3.89182967998526	4.57301972315382	5.21479737745123	4.01031532856295	4.80051206567281	chr19	11309628	11310180	Mt2A
chr19,24545117,24545858	-0.223569401201073	2.63304376409102	0.112155502136168	0.25662548862765	5.2758828673219	5.59726408998405	6.33327695563048	5.00405182042978	6.34629985220023	6.05571287092634	6.15342908731175	7.38625128195517	chr19	24545117	24545858	Clgn
chr19,37916687,37918208	-0.0827182184721374	4.36891135122605	0.386831786524971	0.584145696830174	21.0112359989678	16.8749684694376	19.1720615044043	22.5166926220148	21.4627692101492	19.4707944340342	23.8581549294424	19.4768555874652	chr19	37916687	37918208	Lcat
chr19,52646608,52647557	0.054009572955979	3.27598418098609	0.665216214233313	0.812970280775788	9.16337949088637	8.98973528537257	10.369295479533	10.1928891417069	9.42509507338858	8.01373615098143	9.69381866606929	10.1555148815621	chr19	52646608	52647557	Crispld2
chr20,18832546,18833013	0.649930244043774	1.95046829646154	0.000368335203702836	0.00319895458901628	3.98001002471348	4.21967348047131	5.32442892255227	4.44789677830222	2.89286959885829	2.23723875238402	2.88974135085582	3.41638298098496	chr20	18832546	18833013	Bicc1
chr20,3793574,3794593	-0.188771105399285	5.23185792649088	0.0126411019693916	0.05195571705247	31.0998830519744	37.9019966086721	35.5974281034593	35.2122935377734	39.3820440639637	38.0997896531201	36.7329800265437	45.1452532274622	chr20	3793574	3794593	LOC103690108
chr2,104460302,104461289	-0.036275617778249	3.12155820093232	0.768037951771057	0.882224869392885	8.05267643537422	9.54678572713752	7.5196207603758	8.52506181248894	8.58565255451872	9.59190816633642	7.92550816285959	8.40030589597699	chr2	104460302	104461289	Crh
chr2,116432407,116433434	-0.115887937659348	4.22092387337179	0.18496553221826	0.361035062203027	19.4377821741153	17.1568088974262	16.4179938442481	17.8841248383258	19.223996122146	20.8619243721921	19.9472740852415	16.7989578241025	chr2	116432407	116433434	Terc
chr2,189997028,189997430	0.172242642974482	2.65960079678897	0.196578248738805	0.376411164454529	6.01633786886481	7.25159439672651	6.51370166089288	6.20859466307745	5.78585160356266	5.86808520987368	5.22185037942886	6.18556399753175	chr2	189997028	189997430	S100a4
chr2,21698529,21699816	0.269288939584404	3.21956087543211	0.0457012371425346	0.13546020431228	8.60792075445921	12.2115446652542	9.53961741220259	9.54453671610388	8.21244757107123	8.66184296516063	6.99484263477676	9.23255023292618	chr2	21698529	21699816	AABR07007642.1
chr3,105213693,105215116	-0.0420230485777659	3.03651049596579	0.805404785503554	0.904894273466506	6.75673951480533	10.2856969250897	7.24518823308653	7.32065394514199	7.9329276925148	9.21899727945742	6.52958445118814	8.86301545224952	chr3	105213693	105215116	Grem1
chr3,109861471,109862122	-0.40619158095215	1.84310420617986	0.0472752480589254	0.138953705120426	2.59163158856284	2.47555897994917	3.67287731726259	2.96524142450747	3.73339411921525	2.79723304451984	4.10101049977326	4.89402123624081	chr3	109861471	109862122	Thbs1
chr3,122206198,122207004	-0.0992581562460646	2.57544352360613	0.506126305709889	0.690302758944061	5.18330766444897	5.32084939429602	5.13580382536231	6.67142747583484	6.06557740776687	5.40403910524492	6.2449309941833	6.1852936473688	chr3	122206198	122207004	Pdyn
chr3,131351024,131351910	-0.0783367034344533	5.05841961015573	0.238163792842246	0.427165929215306	34.8953439128697	30.6431116530664	34.0405796307774	29.3750867151359	33.7825030970251	35.1151040019411	34.8625007138281	32.4010770597479	chr3	131351024	131351910	Btbd3
chr3,142751682,142752653	-0.0211560021952091	2.07862959068867	0.927508427426454	0.974772962709946	3.70235686994609	4.95872973676187	4.31307677160781	3.05824733417576	3.92003043464596	4.56293284808839	3.26504691646127	4.52398373023432	chr3	142751682	142752653	Thbd
chr3,142753232,142753915	0.171720118805077	2.70391129612932	0.217692570005926	0.402735805187027	7.12717558980085	7.34288660086427	6.05248917662255	6.30129620992589	5.97249163317762	6.98342194247302	5.594198876838	5.26103739387941	chr3	142753232	142753915	Thbd
chr3,170955297,170956146	-0.182066317912527	1.81965358318787	0.290046414832606	0.486138362260217	2.8693215461527	3.39601934783796	2.8427492844954	3.42846570276992	3.54627084112868	3.6325993262889	3.35653748641116	3.69272734187303	chr3	170955297	170956146	Bmp7
chr3,39596234,39597250	-0.207761004338861	3.94971920496296	0.0453416222812289	0.134751969308834	16.0130891709014	12.9338116655887	16.0610274423653	11.6763602631746	16.0519814711489	16.9517364426625	16.964512148804	15.5079184879875	chr3	39596234	39597250	Rprm
chr3,47677050,47678522	0.400624078093271	2.44621334674601	0.111781406478595	0.256108077839005	4.5352559996962	9.37292635502711	5.96308249217809	4.07783745658934	4.20061094055752	5.40025133095099	2.89435694123224	5.63262618107226	chr3	47677050	47678522	Tbr1
chr3,95706033,95707204	-0.0987016119510159	4.26475666433446	0.209810733703685	0.393190676083827	17.7714630439705	19.0873737412816	19.6365188590991	17.0505343724557	19.4113698710403	19.4683221015511	18.739039333514	21.1412905890098	chr3	95706033	95707204	Pax6
chr3,95707707,95708152	-0.0402967246318189	1.92005886518813	0.844813701473068	0.928260863125819	2.86926638702057	3.39431131025392	3.94652447155451	3.98439818710245	3.63958923837593	2.79668096977368	3.54269292755367	4.61702644253808	chr3	95707707	95708152	Pax6
chr4,10328808,10329436	-0.327468124428099	2.28133355239208	0.0432328673149214	0.129993010435674	4.81321396175248	3.29992436253733	4.49674364281874	3.98461867966998	5.13293198639084	4.93756768328443	6.05672450350602	4.70737183136378	chr4	10328808	10329436	Fgl2
chr4,117531442,117531698	0.0163663120723177	1.84769310950244	1	1	3.88758460034405	3.21052319866116	4.22346451853748	2.40962427401512	3.26672404353561	3.63214981865206	3.35604729467873	3.32319303717072	chr4	117531442	117531698	Nat8f5
chr4,117531873,117532195	0.0138395499306338	2.38709067371592	0.967035063391847	0.995357993230156	4.16508080884935	5.04646398936904	5.13777599491686	5.93019561181998	5.03929631942013	4.10086355078561	4.94088605942846	6.00169717409972	chr4	117531873	117532195	Nat8f5
chr4,123509645,123510741	-0.30487811193517	3.77655701117546	0.00491547285257013	0.0250713015673228	11.7550831178957	10.5469834769684	13.5828744944568	12.5095301973888	14.8382854735663	12.5797420420796	15.938128908952	16.4334428573902	chr4	123509645	123510741	Slc41a3
chr4,150243796,150244729	0.0622117002286989	2.6807292912413	0.649016628193987	0.801405718603551	6.6643602709748	6.42314276358571	5.68542068248899	6.67171125185152	6.15897587300315	6.61218942139051	6.15231915144843	5.44572259718618	chr4	150243796	150244729	Ret
chr4,157125609,157126376	-0.0877198269301713	2.06286569923106	0.615950997577649	0.77743699280424	3.51723025053036	3.76151944159705	3.3003825733256	4.91080964384404	4.19917922992927	3.81987907501062	4.28759387801687	4.15416751276875	chr4	157125609	157126376	C1r
chr4,17593529,17594817	0.152984532437947	3.87740687154494	0.110646907888831	0.25431671272742	13.6987173640433	16.7961559939157	14.4928016529255	16.1233144811217	13.8112646503995	13.5998985476469	12.773316922393	14.7713412674183	chr4	17593529	17594817	Sema3e
chr4,18395085,18396019	0.0408564001421362	3.04450844310515	0.822842950371752	0.915662352473727	6.47899555403013	10.7451233021822	8.25703327771201	7.22810427129979	7.65326226573165	8.19643959742077	6.15718906994397	9.78755132335692	chr4	18395085	18396019	Sema3a
chr4,49368994,49370230	0.207120774598519	3.0139443767469	0.204298791006115	0.386311861487884	9.99667824442675	6.69211669442203	10.5582424076568	6.57973325335678	7.27918734928827	6.89401911026432	8.2008243175135	6.92306096718067	chr4	49368994	49370230	Wnt16
chr4,55407593,55408750	-0.244428301959323	2.79806316082301	0.199434116164963	0.380144859825038	4.81294505267898	6.79221226465292	7.52809509168791	5.65269619933891	7.00018673256246	5.87183749237977	6.24867506127854	10.2505680740875	chr4	55407593	55408750	Grm8
chr4,55408857,55409695	-0.18332272094888	3.23054412571956	0.0992810969234507	0.236328592258551	8.51550820134748	8.34884557849836	9.54455949609254	8.06195500453145	9.70562013715808	9.22296014870433	9.69504976981229	10.5246481978766	chr4	55408857	55409695	Grm8
chr4,78694257,78695544	0.0798653373914236	4.18516797775567	0.354504769527892	0.553050993396811	18.5120057383916	18.5348966860651	20.6483803755597	16.3094357191166	17.3580156103477	17.2328956100297	16.9670637935214	18.4637524605312	chr4	78694257	78695544	Gpnmb
chr5,117439965,117440730	-0.280525871781434	2.22526552803279	0.0696033576784536	0.183808935633751	3.88749585613942	4.40567361980113	3.39177684451283	4.54036679710132	4.94597819339229	5.4013552359068	4.66177391536291	4.70771850664331	chr5	117439965	117440730	Kank4
chr5,120567698,120568550	-0.184532262568325	1.87983400734259	0.338029178231302	0.536744005450804	3.51731416890123	3.57971958901685	3.7634596509069	2.22430395716722	3.54683938864638	4.37616530095991	3.26406926878157	3.6925086893093	chr5	120567698	120568550	Lepr
chr5,144159845,144160739	-0.111207165477703	3.54996532280192	0.306686063857464	0.504220339738378	11.3849173709298	10.0898906915933	12.6659227367642	10.1933176749647	11.8520873247242	11.0865479672053	12.3970902831668	12.5553462627453	chr5	144159845	144160739	Eva1b
chr5,6186157,6187122	0.499296899703758	3.13844894285388	0.000135410957344802	0.00140893330640367	9.8113278348035	8.71219541661956	11.6568266721525	10.1930205570466	7.27858478153588	5.77844165543017	7.64256797763011	7.84756272015457	chr5	6186157	6187122	Sulf1
chr6,113265268,113266778	-0.189235334608932	4.87540337730912	0.00413125277054303	0.0218800462572074	27.0275082664346	26.0559249694859	29.7307551505559	26.224159956422	30.7963364454042	29.2512148013802	31.32115068801	32.9575909891186	chr6	113265268	113266778	AABR07065173.1
chr6,123973242,123974421	-0.0147050531477442	4.06776597092665	0.890773007305021	0.954643652681097	14.8094304905926	17.4365509752695	15.6854243165394	18.0690655041986	16.7973761079982	15.9297594833286	15.9420948722338	18.0025758293969	chr6	123973242	123974421	Kcnk13
chr6,30640962,30641873	-0.206871353477982	3.54875429075085	0.104247713987601	0.244271372058672	9.81125876682268	10.5514804144168	8.61680084942492	13.8059571984134	12.6906269535248	12.016809310368	12.7699738336058	11.9080398425869	chr6	30640962	30641873	AABR07063425.1
chr6,79253734,79256553	0.0552771118149223	4.02919567635492	0.623042017985004	0.782819285214485	15.3648516919036	18.357105317609	18.5384010912698	13.5297207406752	15.3990543977105	16.0210535909251	13.8940026343332	18.0034677352556	chr6	79253734	79256553	Sstr1
chr6,98156616,98158187	-0.238914920708108	4.42512200121948	0.000683029412982427	0.00523454265867006	19.2524568056845	19.6361526128148	19.6330746482902	19.6447580739371	22.9570977609396	22.9146284358788	22.8391051274095	23.5405160478341	chr6	98156616	98158187	Kcnh5
chr7,116889400,116890156	0.0757433562925641	2.44344223223439	0.690732021713039	0.830231086114486	6.57192370061599	4.95312841183718	6.33395862696465	3.70711764134411	4.94660756551106	5.77345179427133	5.219996116652	4.52262908242291	chr7	116889400	116890156	Gsdmd
chr7,120152876,120153244	-0.328781310225563	2.24301340668868	0.0430407201299138	0.12959949625862	3.60978123797642	3.66876999398772	3.85238199567485	5.00350236955187	5.13245764379088	4.28681741193986	5.40573977025869	5.44700686119486	chr7	120152876	120153244	Lgals1
chr7,120580129,120581521	-0.35559712759096	4.22266981730529	0.000108484703766559	0.00117393403885182	16.1980013500947	14.6764442872166	18.8152758135164	15.1971853563902	20.3448855751226	18.540449937483	21.5319758915919	22.6186704329189	chr7	120580129	120581521	Maff
chr7,121028913,121030236	0.000500505721494841	3.94645144799877	1	1	15.6426875361977	13.2988579526554	14.7690140931135	17.2349534124184	15.4905220193111	13.9747381093955	16.9617747423071	14.4925661809601	chr7	121028913	121030236	Nptxr
chr7,124620100,124621201	0.0632312504578703	3.29803282391203	0.687435439625391	0.828123350971331	8.14508093841402	11.75152357997	10.8289974183829	8.71077800639875	9.14633841412409	8.9433667309108	7.83453309283205	11.8190404112565	chr7	124620100	124621201	Scube1
chr7,14418723,14419200	0.113746711933515	2.13658700075201	0.668828843617701	0.815140672083157	3.33202135793379	4.9571401543736	6.06209678606221	3.1509979705596	3.73394831770655	3.26223358406514	3.17202128702727	6.0031521936098	chr7	14418723	14419200	Rasal3
chr8,115357638,115358604	-0.261934127715948	2.28463371746517	0.123012098533722	0.273951995299913	3.51717917393666	4.31269753926599	4.58838419266881	4.63307427888481	5.03961148674998	4.19400664714262	4.84820546543727	6.37132731741947	chr8	115357638	115358604	Grm2
chr8,44846611,44847765	0.0387191541902225	2.41857925803134	0.8520871958282	0.932790540066561	4.44277605752925	6.70412083335825	5.4134593100004	4.35551278267722	4.94652816705513	5.4946935063928	4.01150813373933	5.90916108883188	chr8	44846611	44847765	Clmp
chr8,57885413,57886557	-0.737219023388596	2.82707390929119	3.66879175461948e-05	0.000473448515077959	6.29423452664631	5.4144777465794	4.49263800590971	4.54076492664001	8.21359641378442	11.6360312109382	8.2974668195046	6.45952556999514	chr8	57885413	57886557	Exph5
chr8,97113990,97115411	0.477960882163043	2.61923400642818	0.0113723427546064	0.0480327463562971	6.01628414504413	9.55286235796409	6.69622886418935	5.4676564975235	4.85313220218714	5.86595670232773	3.73229243506718	5.4471313007885	chr8	97113990	97115411	Ankrd34c
chr9,100380165,100381533	-0.221651049441142	4.07294284780933	0.00616353909104064	0.0298765291205705	15.364962935432	14.6789156138557	15.596850537206	15.8454266761002	17.9175762208478	17.2336996533012	18.4562003597458	18.0937223903455	chr9	100380165	100381533	Sned1
