logFC	logCPM	PValue	FDR	Bo_14_svz	Bo_22_svz	Bo_23_svz	Bo_24_svz	Bo_25_svz_2000g	V1	V2	V3	V4
chr1,145769447,145770572	0.0925819484952604	5.43431389945254	0.467926039466215	0.654756911160848	44.4028938364276	42.6881047617283	45.2517688553077	43.0560874673513	39.6945666326738	chr1	145769447	145770572	Stard5
chr1,146735896,146737033	-0.0633596251896481	6.23768887556086	0.580094964299323	0.748241541373929	73.930230912944	74.388095898367	73.4242977878963	75.2806747528102	79.1783757940623	chr1	146735896	146737033	Fah
chr11,57207126,57208239	-0.109456937738907	5.62744025826723	0.367663442155193	0.56087465372725	47.9819649911221	46.2824928854864	48.872108705876	53.4467921365751	49.5088549571208	chr11	57207126	57208239	Plcxd2
chr1,163117461,163118209	-0.179258274264521	2.55720123814193	0.349818884631631	0.542451888700703	5.36860403093707	5.33602757232956	5.43029626779085	6.23307278613101	5.95386163163244	chr1	163117461	163118209	Capn5
chr1,163129280,163130303	0.454407472904148	5.19962954758941	0.000369923343993358	0.00334430021331136	40.9356471216663	41.6069112083527	40.2767293769697	28.6394892227676	31.1000871533959	chr1	163129280	163130303	Capn5
chr1,167347150,167348681	0.187709897670454	5.99136991321862	0.111988927483845	0.25025460398425	66.6602382335347	67.3094229491833	65.9577449908146	56.5787244600557	60.4325883237338	chr1	167347150	167348681	Rhog
chr1,171979361,171980444	-0.28651100454587	3.23012584083716	0.100200247910583	0.231420349290871	8.50030716739045	7.72636687118918	9.04845390183384	11.6471814476328	8.92597332351328	chr1	171979361	171980444	Cyb5r2
chr11,72704254,72705345	0.415883678615023	4.63063683720124	0.00417613911291346	0.0218486730254226	27.6260002290632	25.6950071820873	28.5071225093453	22.1545916884795	18.7407095646804	chr11	72704254	72705345	Apod
chr11,72705477,72705810	0.529997435354154	2.17689115183116	0.0412629533704068	0.122645257564959	5.03309219482641	4.1306507781315	5.54084653085493	4.37398674646815	2.42032844034772	chr11	72705477	72705810	Apod
chr11,73679158,73680074	0.204622298508106	4.73320753481305	0.168473363812415	0.332433826232797	27.6259491397701	29.4141747140863	26.476197310009	21.4915349376499	26.8042877702895	chr11	73679158	73680074	Fam43a
chr11,83974017,83975900	0.468431409626429	4.66935090593965	0.00251153140504158	0.0148098013658505	28.0733275539487	30.3966931833995	26.5901154003287	17.684173888058	23.276846723194	chr11	83974017	83975900	Camk2n2
chr1,184301113,184301636	0.0874962029695408	3.17978308454273	0.597873985554822	0.762360370161375	9.05952654964499	8.92950691861304	9.16351464378853	8.5434763805067	8.49075081842946	chr1	184301113	184301636	Insc
chr11,87015830,87016333	0.394042521718819	1.63597058659623	0.19395675320017	0.366121135854136	3.01980599346129	3.81901702214778	2.71742787733233	1.62682418736441	3.20297048791348	chr11	87015830	87016333	Rtn4r
chr11,87016929,87017913	0.608687006704178	3.50489952991572	0.11303466805212	0.251882775534683	11.6318205516722	17.792012154462	9.17489528322731	3.73793318418883	13.1466828368292	chr11	87016929	87017913	Rtn4r
chr11,88121867,88123221	0.189012764037258	5.9253479947068	0.115556488450838	0.255931141552672	63.6403926598583	64.6966111313458	62.6772597189333	53.4634376354135	58.2280308798402	chr11	88121867	88123221	Sdf2l1
chr1,189870263,189871107	-0.426316682076357	4.22803509657483	0.0026117665706978	0.0152384393435746	16.3295234216486	16.0079789268101	16.5169458396047	22.1651789941864	21.612476261767	chr1	189870263	189871107	Tmem159
chr1,198283247,198283941	0.755843778412714	2.20235337209692	0.0307174649019651	0.09869525040937	4.80930230392449	6.87898945130867	3.96483346001278	1.51962860294306	4.64147197820894	chr1	198283247	198283941	Doc2a
chr1,198284781,198285320	0.438486722529104	2.18393429899258	0.0764524290107044	0.191594420581371	4.92123936975919	4.13136907772332	5.4278745851235	4.37643811665991	2.75205348940606	chr1	198284781	198285320	Doc2a
chr1,211923236,211924166	0.741285034598831	4.40412066801932	7.36946043481233e-06	0.000146547036841896	24.6060930173676	27.1310045748029	23.0834676064949	12.4890123203977	17.3222742438569	chr1	211923236	211924166	Nkx6-2
chr1,212229586,212230600	0.543487272739041	4.67140868433414	0.00112983450679774	0.0079924333598596	28.4088505216713	31.5981241971646	26.5911008039898	16.4185499283355	23.1687836606458	chr1	212229586	212230600	Kndc1
chr12,13923715,13924106	0.272081375454884	2.50685054966429	0.186765632919716	0.356565098462247	5.92784754887503	5.5512146818422	6.10829757815853	5.19144079382898	4.51918879095175	chr12	13923715	13924106	Slc29a4
chr1,21525038,21526018	0.3837122775135	2.21038362923298	0.107362900298375	0.242884919295388	4.69750069121141	5.56180711663267	4.30150538441556	2.78263707354853	4.63701142642234	chr1	21525038	21526018	Arg1
chr1,216663466,216664290	0.311702521694296	4.89195867790227	0.10573232219862	0.240500784145267	31.0931272587727	36.2883239225466	28.4032843138954	19.6638100316923	31.7765747898111	chr1	216663466	216664290	Cdkn1c
chr1,221098944,221099271	-0.0782979414639177	2.37528020734128	0.725898925141012	0.85452392400829	4.80936679697043	5.34159150597944	4.41417738738013	4.1677837801612	6.07029772149803	chr1	221098944	221099271	Ltbp3
chr1,221099481,221100603	0.726276941845795	4.22504273541554	0.0013968056164319	0.00941046021202236	21.1388174079982	25.9451233439204	18.674783457591	9.15529269435193	17.330084123824	chr1	221099481	221100603	Ltbp3
chr1,221280206,221281797	0.136098461319494	5.82484949099535	0.249002737169741	0.433457764420114	58.7191764488195	58.376210303156	58.6032460926007	52.8789642492534	53.7034906408341	chr1	221280206	221281797	Cdc42ep2
chr12,23840427,23841406	-0.192304982768832	2.67306746532965	0.296928398291114	0.487311507651851	5.81598863274729	5.77159002238737	5.88280434313682	6.69606403642232	6.61603100292338	chr12	23840427	23841406	Hspb1
chr12,24802738,24803465	0.441061208636469	3.4299708649936	0.00608130852813284	0.0292297595100857	11.7438234871367	12.2011970655061	11.4277746468169	8.08807514976817	9.26563856558553	chr12	24802738	24803465	Tmem270
chr1,226292227,226293053	0.971289928446289	4.68886297537096	0.000289927358261803	0.00275238849140871	30.198300341476	39.1350291928657	25.9185784126484	10.0904180291598	22.2988332700901	chr1	226292227	226293053	Myrf
chr12,38995012,38996281	0.438119615719512	5.53532170861361	0.0158730601229317	0.0604214202335323	50.4424977944049	57.7444104217129	46.3918052281725	29.9406089005446	46.1126868255717	chr12	38995012	38996281	Orai1
chr1,241875183,241876304	0.486429744243525	2.72166372843611	0.0114453553075173	0.047217020180701	7.1581365706772	7.62775179870336	6.78966553842094	4.51026094751286	5.73752178166078	chr1	241875183	241876304	Fam189a2
chr12,44998788,44999813	0.668861445734885	3.04414815450542	0.000253151430152316	0.00247050542279667	9.28319705749074	10.1348769882702	8.82659475930778	5.08962497277651	6.73100308795591	chr12	44998788	44999813	Vsig10
chr12,54266,55497	-0.476829738026402	7.03593319014493	0.000469815758683432	0.00402344564344607	111.84599533619	120.578714978217	107.368092223142	138.917664111406	176.339766269535	chr12	54266	55497	AABR07034833.1
chr1,259356421,259357468	0.103277848958388	3.56907834994826	0.587576390751552	0.75415664783518	11.7437987149391	13.1878722388906	10.9772371510296	9.02511447619186	13.2420990325567	chr1	259356421	259357468	Pdlim1
chr1,276012704,276013493	0.256806614741039	4.53833923778723	0.116122895496829	0.256809818704273	24.2705543842509	26.6948716706897	22.8569983852843	17.3408120536329	23.8297191874949	chr1	276012704	276013493	AABR07007000.1
chr12,9360153,9361056	0.452698331134767	2.27069678445044	0.211632485677712	0.388124331144243	4.69744951304235	6.87990169808437	3.85185876155046	1.86913222018499	5.63563047152875	chr12	9360153	9361056	Flt3
chr13,108381828,108382328	0.467267047471851	2.28617532395879	0.0361416411685346	0.111389515633114	5.25676440804453	5.00744813011139	5.42967069433722	4.03776832635287	3.52710909296803	chr13	108381828	108382328	Prox1
chr13,108382347,108383246	0.524223869246294	3.63311225202727	0.00101695058827727	0.00736071093034506	13.7570446779257	14.4897295076531	13.3514242894969	8.78314155345092	10.4797633093798	chr13	108382347	108383246	Prox1
chr13,25260552,25262923	-0.0827327488833501	4.914918976334	0.542989806186223	0.718120039444717	29.0799518447713	30.3919555920336	28.2854543554942	28.4157534306487	33.5294995537319	chr13	25260552	25262923	Rnf152
chr13,25777803,25778386	0.752928548648893	3.39713329039078	0.0106663192312895	0.0447487820937613	11.520033745603	15.6009979053654	9.73746150346944	4.18780967499618	10.3820819123854	chr13	25777803	25778386	Tnfrsf11a
chr13,36377333,36378587	-0.231531908453508	3.67341796514227	0.123382381283927	0.267826525819196	11.7438332502576	11.4332634131914	11.9913781734668	14.0826726737824	13.4518993778258	chr13	36377333	36378587	C1ql2
chr1,33910451,33912255	0.0504279511893387	3.5491161750961	0.830258521317183	0.923577004044022	11.1845377100847	13.7399571939546	9.961196542093	7.88117111355343	14.5710918090945	chr1	33910451	33912255	Irx1
chr13,44344315,44345939	0.265063123331776	3.85960431278239	0.0813017427464191	0.200041238578505	15.3229042162645	15.356669272618	15.2732640690954	12.4715840029974	13.0131920119962	chr13	44344315	44345939	Tmem163
chr13,48745449,48746872	0.402238187714968	3.69785843420873	0.0634967578653949	0.16775281317363	13.6451526958562	16.3534109100191	12.3369120752091	7.7624720764111	13.5768679123249	chr13	48745449	48746872	Slc45a3
chr13,48847744,48849154	0.018096371626195	2.96780553382538	0.972386280581025	1	7.3817936731144	8.72303384162241	6.79126565419477	5.67688865768465	9.38267604755181	chr13	48847744	48849154	Mfsd4a
chr13,49312927,49313153	0.516082889265345	2.21190610587169	0.0274342819907705	0.0908087752018824	5.14493826928688	4.34956869163717	5.54134801991945	4.14787308602859	2.86325007421292	chr13	49312927	49313153	Cntn2
chr13,49313698,49314371	0.225413413632779	4.65763389458834	0.111676593859814	0.249787694386625	26.3956478837578	27.5599202228649	25.6832802178969	20.9091667769335	24.4860796354433	chr13	49313698	49314371	Cntn2
chr13,49314920,49315296	0.218512898865656	2.8533212678856	0.223324033342756	0.402707157998529	7.49369283091507	7.29573584708586	7.4667329299961	6.46457632980328	6.28494905567289	chr13	49314920	49315296	Cntn2
chr1,35068149,35068941	-0.148459973897145	3.08819400706445	0.391801552923427	0.584590595453545	7.94106527844216	7.84055418059436	8.03223045977745	9.00344234377843	8.60019310472823	chr1	35068149	35068941	Adamts16
chr13,52553549,52554423	-0.0592865931294766	5.5989759028902	0.626686253970046	0.783091805025517	47.7582751679906	45.9554974781463	48.6457864714738	51.4835910947081	47.4134418569235	chr13	52553549	52554423	Csrp1
chr13,52588402,52589485	0.539957956177071	4.31095743980449	0.0612113861108829	0.163245336474846	21.138771550061	28.1336545271179	17.8855639101955	9.05382108709172	21.74911697451	chr13	52588402	52589485	Phlda3
chr13,55878145,55879216	-0.0727925853636594	2.39462837417518	0.73132730733605	0.858762281595412	4.92121941141271	4.90046866323406	4.9777892532254	5.19556556526655	5.18265529003367	chr13	55878145	55879216	Lhx9
chr13,71179723,71180253	-0.0905223719153324	2.97008920649709	0.651635438672573	0.801692277389042	7.4936925498312	6.85602476178658	7.91752514660978	8.87938701191282	6.94237876166464	chr13	71179723	71180253	Rgs16
chr13,89622677,89623192	0.292726181924989	3.51453599748297	0.0618096540368919	0.164460135897888	12.0793668636499	12.3085688219451	11.8798035449865	9.35696576855555	10.3678514304448	chr13	89622677	89623192	Adamts4
chr13,90710054,90710610	0.277823391899223	3.49859743094726	0.099655959440055	0.23054447887891	12.0793917194126	11.1025069597308	12.5558156265856	10.8424135298279	8.81713371598232	chr13	90710054	90710610	Kcnj9
chr13,99220037,99220838	0.214847158611007	3.91391536880572	0.356452826836826	0.549488629771001	15.0991376963115	18.5351313327809	13.4692589002249	9.50090749312689	17.550184197738	chr13	99220037	99220838	Tmem63a
chr14,18076307,18077321	0.174329452197811	5.05525079238847	0.183224011354593	0.351745727441106	34.5604201325429	35.399837423403	33.8284372834495	28.9881508274504	32.3141746284968	chr14	18076307	18077321	Parm1
chr1,43829834,43831087	-0.250860950461519	4.12314384706047	0.109064067890575	0.24576345632041	16.2176992334533	14.9133615583176	16.8545298376857	20.9976409445368	17.0855837762586	chr1	43829834	43831087	Cnksr3
chr1,43883288,43884799	0.0691572087518936	5.22546759188109	0.603202207915221	0.766037296638294	37.8039514425779	38.776225081668	37.1092606403767	34.183897100043	38.0485516404227	chr1	43883288	43884799	Cnksr3
chr14,45981867,45982761	-0.0675682114466786	5.7745207913351	0.630088885487118	0.785691418032878	52.9031409394782	56.753784524819	50.8006363837599	49.5528548563311	62.5358016974804	chr14	45981867	45982761	Rell1
chr14,60763882,60765095	0.318452083351704	2.93876810422664	0.112168259424432	0.250480906460165	7.94104242953928	8.9384915251447	7.35645154129197	5.20959742671589	7.7257425461536	chr14	60763882	60765095	Lgi2
chr14,60963864,60964487	-0.474768616117191	2.08819186627764	0.028761029320955	0.0940171561164501	3.4672192621785	3.48492945976604	3.50714959721582	4.84930374155224	4.85187952544536	chr14	60963864	60964487	Sod3
chr14,70164068,70165052	-0.106529869812368	6.90726472843832	0.324766459180949	0.516923760174539	116.543581502776	115.227297810176	116.979698516832	125.380895860634	124.938857915487	chr14	70164068	70165052	Qdpr
chr14,83724627,83724959	-0.467135365081331	1.83129445189708	0.0571691687599009	0.155393031556643	2.90799572530143	2.83076045404479	2.94134940664737	4.15465993817431	3.85855757711434	chr14	83724627	83724959	Pla2g3
chr14,84230727,84232122	0.377975909710944	5.802921640829	0.00544090478765747	0.0268081777016826	60.7323712258268	64.4854369559407	58.4934396247155	42.2758507821525	51.9478861410894	chr14	84230727	84232122	Gal3st1
chr14,84237269,84237703	-0.0134870412947473	2.18381336698783	0.960997719370201	1	4.36200232490148	4.02657976666008	4.52446683057568	4.84293280609481	3.8566394098052	chr14	84237269	84237703	Gal3st1
chr14,8432180,8432893	-0.902688397928458	3.2422664237137	1.3943993042748e-06	3.81115222451857e-05	6.71073360276804	7.52113413407476	6.33760215267506	10.6410684722278	15.0062242434111	chr14	8432180	8432893	Arhgap24
chr14,84333938,84334158	0.253683630298032	2.93543374387226	0.147605914607666	0.303415730016973	7.94106542174507	8.06040155627215	7.80680569360943	6.35353992677034	6.94861390210942	chr14	84333938	84334158	Mtfp1
chr14,84334992,84336149	-0.00830275893784042	6.57362160261653	0.952845012456432	0.996075643173936	96.2994920888972	86.459364187605	101.701311495629	108.492946438246	82.249311473951	chr14	84334992	84336149	Mtfp1
chr14,85190472,85191783	1.269569193021	4.10996115515493	9.93895234080704e-08	4.18087476574305e-06	21.3625030309585	26.6006297292529	18.6753914063457	6.14861123646634	12.2551533204803	chr14	85190472	85191783	Nefh
chr14,86922053,86922461	-0.773798638837541	1.993856943914	0.000526032458948774	0.00440892256027705	2.90798841521244	3.05068781821896	2.82891245702422	4.50900080805834	5.51636109850905	chr14	86922053	86922461	Ramp3
chr14,87464420,87465694	0.508116618670292	3.83212590344889	0.0368200618451185	0.112920768480849	15.2109756258029	19.0822417028692	13.3568879780409	7.42267078981262	14.9038194504072	chr14	87464420	87465694	Igfbp3
chr1,48824662,48826046	-0.225689372375627	4.8182625652827	0.0882351393478124	0.211969816474694	26.17196553913	26.7952571302959	25.6825834100393	29.1029736769049	32.2036043311384	chr1	48824662	48826046	Agpat4
chr14,9456406,9457771	0.703385909139309	5.03777251298715	0.00235004906593147	0.0140843172222605	37.1327808716709	45.6641260186126	32.8182827583169	16.3248671604508	31.0098219712018	chr14	9456406	9457771	Cds1
chr15,108119113,108119662	-0.0721645886961288	3.32616269702456	0.676305010443337	0.819004734651038	9.73061966871959	9.03459906420542	10.0673632000957	11.0739420769726	9.14821501242753	chr15	108119113	108119662	Dock9
chr15,108119896,108120790	-0.371677386551353	5.16897694768405	0.00432820789335944	0.0224800588538298	31.7642528219462	33.1143404860939	31.1135268249679	38.4593260426639	44.3358647876096	chr15	108119896	108120790	Dock9
chr15,108210469,108211873	0.194537444656632	6.28384874518566	0.143832593347729	0.297908539411803	81.2001982312726	85.9412400675524	78.2918674054481	64.3286670554423	78.6346147846595	chr15	108210469	108211873	Dock9
chr1,52991288,52993422	0.503619649907266	5.62844721767351	0.00206111018516772	0.0127449470395413	54.9163541862388	61.116512756271	51.3684032723263	32.5892722714114	46.1091629394198	chr1	52991288	52993422	Prr18
chr15,39779031,39780058	-0.18490562082616	3.91857003037105	0.230027925456196	0.410642027598597	14.0925925212415	14.5974684708655	13.6905775281475	14.902938593523	17.2067823383739	chr15	39779031	39780058	Cab39l
chr15,4091829,4093015	0.135332422565954	5.46689651462802	0.290867006320661	0.4806876739259	46.0805938062882	43.7757823208243	47.0615164832972	43.8613437517965	39.2521887972554	chr15	4091829	4093015	Usp54
chr15,44626910,44628572	0.438463450814146	5.03655072367191	0.00219293414666417	0.0133592788814743	36.1262468557675	38.4546705783441	34.6220883322256	23.9166518127563	29.7819503300635	chr15	44626910	44628572	Dock5
