DG_logFC	CA_logFC
chr1,125727459,125728004	-1.92399109784089	1.01592498359097
chr1,126102939,126103530	-0.875682216945914	0.933489788342957
chr1,127770445,127771040	-0.991785650112964	0.842317709906237
chr1,136796734,136797508	-0.644917228006715	0.815731787699291
chr1,136803152,136803947	-0.747766278868264	0.663402985248256
chr1,137695173,137696193	-0.685298487269606	0.889617411418075
chr1,139950242,139951312	-0.747753994523173	0.780334215440223
chr1,143301276,143301859	-1.26394821599425	0.756466960419174
chr1,146136452,146137805	-1.02285707452648	0.88512878847401
chr1,146162332,146163107	-1.34720583616723	0.780172456007163
chr1,146313247,146314074	-0.970865707670259	0.716218355504743
chr1,153895411,153896544	-0.755083077931121	0.609558739788749
chr1,155255747,155256619	-1.4352263836212	0.611493406312247
chr1,161443372,161444220	-0.858755393699705	0.598085862824331
chr1,161686809,161687558	-1.17130279486498	0.682740562503299
chr1,161747343,161748129	-0.972587928075782	0.734353591429442
chr1,164500330,164500736	-1.1592499544396	0.727349291194032
chr1,170356795,170357790	-1.20056421326853	0.804697909044631
chr1,175540448,175541247	-0.896192937449415	0.771109483249747
chr1,176506430,176507034	-0.896027884856903	0.945316778057863
chr1,176989179,176990022	-0.825782312136606	0.769097043526618
chr1,176995579,176996415	-0.879406218732636	0.733165552105155
chr1,177025166,177025898	-1.17242293712346	0.6833329382098
chr1,178434245,178435088	-1.46782773871098	1.11664419476581
chr1,187539540,187540553	-1.4854700278089	0.749994333557702
chr1,190695860,190696537	-1.42207215020826	0.748364630787614
chr1,204259751,204260909	-1.29464461118428	0.698910504560696
chr1,208248657,208249527	-1.24591638412784	0.586365331845801
chr1,211477549,211478081	-0.657833501774821	0.834921251852036
chr1,213583265,213584127	-1.21591849487649	0.7228287185618
chr1,216132210,216132843	-1.17220485807661	0.891602417864826
chr1,238069565,238070503	-1.2275344784154	1.04018064481496
chr1,239413035,239414209	-1.39463621145271	0.875221298014344
chr1,241068111,241068962	-0.930023030059938	0.841212857878161
chr1,241184780,241185334	-0.933098919289366	0.841206363012102
chr1,241343413,241344271	-0.869565885593254	0.703830910166533
chr1,248774888,248775597	-1.01994278912366	0.946877699628151
chr1,254142404,254142856	-0.934533991168983	1.67434687479206
chr1,260966511,260967116	-1.28475187884044	0.967501445990392
chr1,261484174,261485477	-0.649397632269406	0.72605768843367
chr1,274357664,274358677	-0.665490009920879	0.646155927003595
chr1,276977947,276978907	-0.866872025634644	0.595683737836202
chr1,280713048,280714198	-0.911635796935797	0.635762992918922
chr2,2292828,2293551	-1.20771472155511	0.829046580317299
chr2,9776939,9777748	-0.736205200394052	0.805585990894917
chr2,13855286,13856182	-0.643917546862795	0.820408351488203
chr2,25012073,25012710	-0.749344952362046	0.858748458416373
chr2,25225163,25226061	-1.64449158548319	0.821912684000334
chr2,29289700,29290562	-1.4562507955159	0.616189041455057
chr2,41085694,41086444	-1.14708690075695	0.699155082620558
chr2,41515889,41516418	-1.38063693176826	0.76814032860733
chr2,46292529,46293141	-1.41923454928029	0.718909311922749
chr2,54066285,54066880	-1.5719355434931	0.898468278842499
chr2,62053210,62053845	-0.861342341839931	0.768436663204885
chr2,62909658,62910500	-1.15493108660188	0.895866825037425
chr2,75768741,75769233	-1.56600868558542	0.942583968313323
chr2,77975710,77976509	-1.04972485704464	0.766304915802932
chr2,78874813,78875534	-1.25347787984747	0.643432089872533
chr2,79139886,79140959	-0.867039935275255	0.606298360250415
chr2,80788724,80789289	-0.959027939390534	1.04426183701966
chr2,84414230,84415182	-1.15513212891187	0.824534632237074
chr2,84463923,84465450	-1.01257795740624	0.617915762087446
chr2,84506385,84506984	-0.942391459095993	0.681214249742066
chr2,87060836,87061476	-1.52494896892683	0.71105374859024
chr2,94461930,94462661	-0.872426513548646	0.843032732674367
chr2,95369785,95370478	-0.758889756418019	0.995630438178704
chr2,100810333,100811450	-0.878964795882983	0.588760693843145
chr2,102370956,102372367	-1.00902846565021	0.626689825855096
chr2,125474259,125475192	-1.04053875664392	1.08039103229574
chr2,125770069,125770570	-0.836622906452846	0.705164052292081
chr2,129400864,129401905	-1.46361222995228	0.906567121697019
chr2,140143484,140144652	-0.906716495715121	0.66961758371782
chr2,149086397,149087159	-0.784984015987141	0.635829378616327
chr2,157684429,157685251	-1.01511558368036	0.800790939103692
chr2,166165819,166167529	-0.957357679847699	0.809716228380091
chr2,172866534,172867139	-0.970359713491152	0.74050129367199
chr2,173422341,173423064	-1.13128660595055	0.685245639194657
chr2,173774309,173776068	-0.804004047552464	0.65920191865155
chr2,179407361,179408111	-1.48616956490131	1.01697362600137
chr2,182474435,182475296	-1.04414489641428	1.0686730565349
chr2,185850722,185851887	-0.822023849173994	0.586041473051581
chr2,198567772,198568289	-0.71929536002362	0.817282487117594
chr2,207080181,207080788	-1.29459130652866	0.851935776446168
chr2,207703084,207703967	-0.971919689086116	0.978700346512951
chr2,207961197,207961867	-0.914376383308223	0.726577104390551
chr2,210224054,210224844	-1.01758461169706	0.678037238605861
chr2,210229385,210230056	-0.821373832171784	0.746573254212652
chr2,220298015,220300173	-0.596485156594188	0.606076102593092
chr2,224192931,224193815	-0.79680830820845	0.645578819634054
chr2,226635153,226635710	-1.09337707972301	0.829558070562633
chr2,226866942,226867658	-1.02517571646431	0.673397405099195
chr2,226967955,226968579	-1.08292418187498	1.01336441843134
chr2,228306656,228307560	-1.36253334662406	0.634162976946656
chr2,233863701,233864258	-0.763898837488685	0.719690485889418
chr2,241389301,241390418	-1.11590316570318	0.845336315115469
chr2,241796568,241797041	-1.13991063692975	0.876757594424072
chr2,245625753,245626850	-0.827995910802328	0.88713230660988
chr2,251303637,251304200	-1.06570987565178	0.71211714903618
chr2,257943383,257943929	-1.08405009135224	0.586148900990503
chr2,259245964,259246795	-1.05725035954369	0.672699621614687
chr3,5708252,5709069	-1.02208201012144	0.636384930648922
chr3,5721757,5722661	-1.20165808260854	0.735209718160588
chr3,6610215,6611294	-0.680007794513035	0.587295439418497
chr3,6671141,6672183	-1.00812874914168	0.708812197846087
chr3,6943417,6944052	-1.21841834023528	0.623100957488763
chr3,11404249,11405092	-0.941898117547707	0.585504929194425
chr3,12314506,12315057	-1.10503479024992	0.663683903700491
chr3,18314954,18315858	-0.979582148661332	0.713019086468672
chr3,22045905,22046752	-0.711367574657576	0.652258096469628
chr3,22955051,22955967	-0.903569297382638	0.590724399060045
chr3,33755959,33757092	-1.08453866227807	0.753853130990216
chr3,37691933,37692548	-0.897459520062738	0.641147901314189
chr3,38031516,38032265	-1.21333344335637	0.734961118573608
chr3,38249483,38250394	-1.22921087484031	0.897621820701446
chr3,38265386,38266106	-1.59532228452565	0.926469038524317
chr3,38938540,38939121	-1.64059955281788	0.884606704557063
chr3,38964720,38965834	-0.688806075761286	1.02810851437827
chr3,41320411,41321503	-1.14031461142984	0.669399957803276
chr3,43923305,43923967	-0.930033823920336	0.672617898871924
chr3,45288361,45288957	-0.808389017627962	0.652738424022144
chr3,45595925,45596766	-1.04520730068948	0.73517017049725
chr3,48096660,48097183	-0.993874413515141	0.984790463710282
chr3,48480063,48480608	-1.56850241596121	1.14582608005873
chr3,49449085,49449645	-0.803542084315719	0.728881574555925
chr3,64699408,64700875	-0.642349839948722	0.678595688137014
chr3,67416830,67417954	-0.718158480912992	0.686676421070792
chr3,72277586,72278564	-0.95487000532659	0.884323559481985
chr3,72291255,72292239	-1.00953036619794	0.887185176482842
chr3,79280721,79281072	-0.932154570848495	0.729095221584747
chr3,79371731,79372686	-0.589133906302464	0.652466311095265
chr3,79655949,79656618	-0.982700699492669	0.836548436675244
chr3,79798544,79799291	-0.821777369367805	0.586787245093507
chr3,82943088,82943753	-1.00089430839418	1.18347762518409
chr3,94112602,94113305	-0.701761078158249	1.22876500654034
chr3,94125886,94126348	-1.40417601369778	1.25518767414874
chr3,94143299,94143896	-1.23381609021893	0.728542895778816
chr3,98539982,98540687	-1.0012156739147	0.72617730375039
chr3,100770897,100772657	-0.860261972340476	0.65013729986652
chr3,100787587,100788394	-0.907036855239414	0.736004935690894
chr3,109137792,109138569	-1.42336888353894	1.23959938485007
chr3,115099167,115099872	-1.56165574457828	1.45833606399243
chr3,116515043,116515772	-1.06710938849155	0.8619975446382
chr3,116535877,116536577	-0.872570646948238	0.876357586360148
chr3,116795267,116796187	-1.18435104075457	0.785801637381558
chr3,117299451,117300327	-0.738967640390285	0.654162116433396
chr3,118259500,118260143	-0.967566763997643	1.20842181663926
chr3,124851418,124852192	-0.914820645160214	0.699788059516278
chr3,125385930,125386301	-1.19479430980445	0.77606894775354
chr3,125573848,125574741	-1.25465206642708	0.954120723938484
chr3,129575760,129576480	-1.46690976330709	0.700041430953782
chr3,130906721,130907322	-1.32301341909194	1.56929337472908
chr3,131872358,131873083	-1.14665153839935	1.09268617633937
chr3,131897768,131899319	-1.28243589559884	0.744999472828436
chr3,132390297,132391010	-1.34782996901554	0.771039713778223
chr3,135868160,135869284	-1.01555576012298	0.859583318015426
chr3,139132862,139133975	-1.05612883988196	1.06849979647846
chr3,147036207,147037021	-0.957351774941912	0.676664929016806
chr3,147109876,147110394	-0.978534090682036	0.755054534342675
chr3,147380038,147380650	-0.876361378342696	0.839703795410421
chr3,152947080,152947576	-1.57959779060661	0.92348801736151
chr3,156228381,156229162	-1.07467928861239	1.11491689004004
chr3,157799527,157800552	-1.38283012085999	0.637487495081905
chr3,159503878,159504489	-0.757897263419651	0.638467625322081
chr3,159610573,159611458	-1.11728648355563	0.793143029357384
chr3,160565226,160566050	-1.17678151770817	0.596279050860184
chr3,165136543,165137460	-0.677409609305798	0.606675053474448
chr3,165205816,165206732	-1.07911129574798	0.624510800239574
chr3,166122311,166122821	-0.988170661113483	0.593061127502784
chr3,168422358,168423260	-0.992828781140433	0.597963401051674
chr3,174722620,174723463	-0.975742916498003	0.597664649467523
chr3,176052831,176053592	-1.26438964024722	0.831558197187444
chr3,176609947,176610757	-1.09186493962671	0.73624741989377
chr3,176629177,176629954	-0.948577352345013	0.619378295559325
chr3,176808671,176809411	-1.03738461836664	0.74797317009189
chr4,4532362,4532921	-1.0637675430417	0.83329850183568
chr4,6290928,6291752	-0.753406315081836	0.682344528811781
chr4,6602291,6602649	-1.50346187926597	1.07407523810644
chr4,6603744,6603999	-1.18746497848438	0.925127963232969
chr4,10061275,10062225	-0.832390507557182	0.79423588495195
chr4,22225755,22226257	-1.33318519065331	0.798656643439878
chr4,34836900,34837652	-0.825467126520296	0.598396868061404
chr4,53067000,53067678	-0.779281809168232	0.753861160715831
chr4,54892451,54893116	-1.4255733660732	0.768955092751532
chr4,54936324,54937190	-1.39885359780934	0.67264120156629
chr4,56302229,56302707	-0.748295879178075	0.720461805407427
chr4,57781839,57782427	-0.994129836325468	0.691834510334926
chr4,57791172,57791816	-1.03822602942443	1.01087040668076
chr4,64139265,64139821	-0.999104730248332	1.08512766324325
chr4,66798592,66799485	-0.868574891548922	0.761781139479719
chr4,67117000,67117470	-0.723542524682354	0.949853638727603
chr4,77876856,77877599	-0.58998065003257	0.6853766087503
chr4,79346743,79347490	-0.916095303596375	0.819437720901141
chr4,80051004,80051623	-0.930240059920731	0.69685004628295
chr4,80137668,80138800	-0.983766184023254	0.95991254714961
chr4,85833778,85834613	-1.60805388704276	0.827085140295143
chr4,98899917,98900849	-1.10132711673126	0.700036518455954
chr4,99707196,99707905	-1.12005944156626	0.869238799344313
chr4,104514402,104514882	-0.869174080088315	0.728933645141537
chr4,108149802,108150473	-1.34170124637401	0.654723847305348
chr4,122707066,122708161	-0.958361793294278	0.667512562593918
chr4,122988094,122988719	-0.873952889060176	0.683324872021209
chr4,123120216,123120532	-1.19892703996483	0.848467145162301
chr4,130052853,130053649	-1.17102580837651	0.998957023666756
chr4,133923490,133924208	-1.35575729453874	0.756265207623728
chr4,138582953,138583821	-0.818222050786047	0.801114016749071
chr4,139256945,139257834	-1.0173909361223	1.07040038187172
chr4,141337171,141338133	-0.717345489005284	0.921151344563087
chr4,142529272,142529945	-0.867454401950058	1.00290994529176
chr4,144388389,144388947	-1.2742999350699	0.788063563780352
chr4,149595361,149596141	-1.06134127694927	0.59224335280659
chr4,153618378,153618939	-0.748141734433298	0.669411374635803
chr4,154095752,154096165	-0.99784999869533	0.802425131958415
chr4,158677392,158677946	-0.879752071362827	0.765436935234671
chr4,158932913,158933583	-0.859645086699792	0.647999145760137
chr4,158963076,158963519	-1.32672962047553	0.670433294725031
chr4,160284367,160284992	-1.00790795012393	0.665807853053824
chr4,160515439,160515947	-1.12522274666773	0.610981489685249
chr4,169189613,169190287	-1.60312587547956	0.836778632665046
chr4,169689523,169690181	-1.0389536887564	0.679763422227776
chr4,169998733,169999356	-0.752455777117607	0.63236215904685
chr4,170327598,170328724	-1.39831983461629	0.816777933905599
chr4,171002515,171003169	-0.766216905222401	0.655245097577717
chr4,174347777,174349015	-0.997136528303724	0.711585452722451
chr4,178678495,178679448	-0.928020542665501	0.785631879047773
chr4,184095852,184096437	-0.958293981301723	1.11310965702403
chr5,5995725,5996477	-0.789752841332865	0.679553432746517
chr5,17110667,17111365	-1.09525896463414	0.838989298857284
chr5,19920913,19922281	-1.08706004887448	0.842208758198545
chr5,20702375,20703162	-1.04512635755996	0.725263955356078
chr5,20918479,20919139	-1.38858389230202	0.788603355436741
chr5,21523842,21524473	-1.04689648649523	0.717752042411061
chr5,22318753,22319978	-0.924350903412911	0.749069711883629
chr5,22490841,22491503	-1.44423817866599	0.747526148113144
chr5,22734195,22734843	-1.2673401542413	0.752443280920278
chr5,25537393,25538090	-0.63619469375768	0.654352379868684
chr5,27291799,27293302	-0.649310360765599	0.692758755356753
chr5,28602586,28603349	-1.1476062573407	0.700707011562179
chr5,29595605,29596808	-0.928270421006995	0.669986587149529
chr5,31382846,31383577	-1.05655587318094	0.614597683043313
chr5,51837895,51838875	-0.819338158076764	0.891275124589075
chr5,62416855,62417323	-0.832907070377425	0.682356643432013
chr5,62418809,62419443	-1.10040626937496	0.631858068965585
chr5,62461674,62462350	-1.61263530454166	0.687823644558952
chr5,62621558,62622581	-0.910155087382334	0.632232874316992
chr5,73383287,73384036	-1.3259364375968	0.8129289247514
chr5,74717022,74717675	-0.964279726828528	0.656338359785574
chr5,74995057,74995892	-1.04004729683818	0.753260238124867
chr5,81997168,81997887	-1.38269468161279	0.711920700662667
chr5,96942034,96942930	-0.998365309205546	0.753006800992684
chr5,99688427,99688945	-0.811500964252039	0.697189558184869
chr5,100466782,100467376	-1.2612126346751	0.760565837181987
chr5,101172820,101173432	-0.865699257329839	0.607565055110214
chr5,101252099,101252897	-0.795819042871529	1.06859499164806
chr5,101720732,101721428	-1.13929908853699	0.709348075423759
chr5,105759318,105760068	-0.72163487788612	0.664724850679793
chr5,107749139,107749726	-0.917955301645488	1.01480762550051
chr5,112907840,112908514	-1.14195227081905	0.744026478171921
chr5,123155986,123156996	-1.07679654773244	0.636955496215202
chr5,123993117,123994229	-0.806478887674069	0.692712201619479
chr5,124001404,124001995	-1.58300801905366	0.857157314538076
chr5,124211073,124211565	-1.1987265000505	0.678991840352834
chr5,127451838,127452831	-1.05545512415396	0.725630662995897
chr5,133197471,133198387	-1.26929006770984	0.671100088859536
chr5,133291323,133291801	-0.979967855055356	0.643628877903726
chr5,140919206,140920041	-1.18720441313642	0.638238595220885
chr5,145584447,145585147	-1.11733411054064	0.778165362098374
chr5,148490282,148490836	-0.896223734415822	0.698978826132299
chr5,163143878,163144455	-0.914751304783501	0.842616848393806
chr5,164986220,164986947	-0.725859763781819	0.60765534783367
chr5,165171933,165173023	-1.18494295408465	0.703244958094015
chr5,169649224,169650321	-0.692190078674485	0.592398996031348
chr6,3250401,3250978	-1.32271573041905	0.617295330596325
chr6,9700486,9701266	-0.808332632659731	0.659129580214044
chr6,9746794,9747395	-0.670228408212027	0.7719612141384
chr6,21912620,21913128	-0.96710786887809	1.10789557866108
chr6,23379636,23380423	-0.897304552939926	0.591714444088637
chr6,24986894,24987763	-0.840426248612037	0.817877607957059
chr6,25101730,25102460	-1.29186607983367	0.623748460120039
chr6,25413079,25414616	-0.775637947193282	0.612970367993717
chr6,29317115,29317628	-1.03538200942285	0.668657767298743
chr6,31862856,31863919	-0.84117755810344	0.714111194670042
chr6,31937762,31938491	-1.0466131156441	0.743033801870113
chr6,37007400,37008246	-1.07923874411317	0.665253614527185
chr6,37987233,37987784	-1.13565999475634	1.05581121874033
chr6,38216273,38216747	-1.0260424165077	1.28035531456866
chr6,38341513,38342129	-1.1803940988606	0.77300405722381
chr6,39069207,39070169	-1.11246945725793	1.11774883497983
chr6,40991868,40992397	-0.86379628839724	0.834412659433489
chr6,42139812,42140425	-0.921550828366404	0.799903577677674
chr6,44825668,44826509	-1.1300534590138	0.781096006409286
chr6,44997705,44998673	-1.33579322701986	0.588498539816448
chr6,45292932,45293989	-1.30871252931212	0.859523252724867
chr6,47417339,47418251	-1.19084537964698	1.20958200203187
chr6,48746431,48747054	-1.09479308189011	0.723850924452545
chr6,50424912,50425496	-1.39539355424555	0.686069196519387
chr6,55602913,55603422	-0.734379063848686	0.657675612173262
chr6,60772163,60772519	-1.07572486629443	1.08096283885742
chr6,61854096,61855062	-0.655430131359239	0.743024529538694
chr6,63805234,63806154	-1.23505436748794	0.74150158583435
chr6,65091828,65092867	-0.822935426864421	0.59678628502298
chr6,66311013,66311904	-1.23736051872051	0.86354438940028
chr6,71288705,71289514	-1.6174233990216	1.04491109529102
chr6,71796344,71797427	-0.672243099636755	0.610474432299546
chr6,72359427,72360662	-0.709330889770451	0.61573544506808
chr6,78119235,78120274	-0.779446064798692	0.623497074809225
chr6,79428709,79429221	-1.07328631488654	1.19278932918809
chr6,84061565,84062045	-1.54488729985908	0.710863192969716
chr6,92819065,92819948	-1.33465191795706	0.617274576037723
chr6,101090359,101091004	-1.13666046808373	0.761918821370348
chr6,113177809,113178507	-1.33963283825497	0.909514581125474
chr6,123117524,123118192	-1.11816926748479	0.759514176370157
chr6,124906595,124907249	-1.0270838048804	0.802155901105869
chr6,126078877,126079419	-1.05480639176595	0.74754409366926
chr6,127381131,127381797	-0.937932704453289	0.602567694301838
chr6,129147831,129149091	-1.00312805936719	0.813962200365509
chr6,132914759,132915639	-1.19227539854222	0.756093998457501
chr6,144974356,144975204	-1.19590340196317	0.75423558970378
chr7,12948502,12949892	-0.679159039292858	0.633792113302076
chr7,25510705,25511544	-1.17514790503445	0.947211115679441
chr7,31289932,31290662	-1.23753686475516	0.768728201831506
chr7,31367331,31367786	-1.3452028305725	0.853690120178258
chr7,36566163,36566877	-1.68575786891171	0.605533111668941
chr7,37472225,37473049	-1.44839901535281	1.00849386972379
chr7,38295945,38296872	-0.733057367353229	0.701376961207364
chr7,40389913,40390681	-0.918351426248471	0.993903103753283
chr7,48962973,48963527	-0.885146743946965	0.699043614401333
chr7,50218037,50218866	-0.859140538925346	0.766404274731808
chr7,50987835,50989268	-0.695940401269296	0.616529746394973
chr7,53725189,53726293	-1.75432829893529	0.71334884756367
chr7,53980706,53981504	-1.1352248824107	0.663057672438116
chr7,54057604,54058276	-1.33620674854024	0.970190107771092
chr7,61154070,61155433	-1.13848017193148	0.722555127940122
chr7,66494885,66496819	-0.601242801627263	0.621877894716769
chr7,69046384,69047024	-0.781613994214007	0.691703855836285
chr7,70247753,70248198	-0.876624576692418	0.698391525606802
chr7,77809918,77810415	-1.28368412595006	0.7714973473937
chr7,82549290,82550168	-0.89786362528423	0.719686874290253
chr7,95494465,95495343	-0.922384206308204	1.31589308677193
chr7,102727367,102728152	-0.642237271328035	0.648841032764939
chr7,104988488,104989327	-0.802901354795485	0.684181121125029
chr7,105276673,105277640	-1.06145533976045	0.94421349618219
chr7,107578945,107579977	-1.17297012307953	0.726019735801378
chr7,108548645,108549154	-1.05655799740983	1.07995050966627
chr7,109749343,109750103	-0.924745307761246	0.896017483985861
chr7,109789738,109790775	-1.74088451355113	0.967300131583232
chr7,113749015,113749749	-1.50373566175429	0.666196333068418
chr7,114871665,114872314	-1.45779203777043	0.612719006417467
chr7,115091646,115092226	-1.10975358562191	0.648914827258415
chr7,115224363,115224896	-0.817301690103363	0.61921435637151
chr7,115564655,115565171	-1.83624080910378	0.795724369887847
chr7,118860217,118861259	-0.743818385107174	0.603130652656054
chr7,122346691,122347332	-0.987502785117844	0.77377517137308
chr7,124886540,124887097	-1.13999199105445	0.70560141973053
chr7,125070597,125071291	-1.00678355665947	0.640469600734648
chr7,126630795,126631530	-1.51751361889277	0.598673668687074
chr7,130045704,130046249	-1.20488938032106	0.66179078636604
chr7,132474789,132475623	-0.777294975973606	0.893889163335961
chr7,135217860,135218759	-1.13805026948207	0.633370958302566
chr7,136791734,136792433	-1.29658596521926	0.753801017619888
chr7,136808084,136808711	-0.807985798203775	0.739647829196474
chr7,137141677,137142313	-0.672097594625025	0.715405793481155
chr7,140899643,140900906	-1.45684045145518	0.664806396447749
chr8,4642797,4643770	-0.828498756070106	0.606794704385524
chr8,12442198,12443049	-1.43367727427748	0.844782949149498
chr8,13753889,13754677	-1.14987092931577	0.595362818492742
chr8,14522674,14523206	-1.16831190067639	0.890969072303148
chr8,21693137,21693992	-0.630786196252648	0.696391309165244
chr8,25115353,25116219	-1.4590982024184	0.826811247866909
chr8,32992391,32992979	-1.00011730411555	0.984521163160202
chr8,36000806,36001369	-1.27825052151046	0.758985537216101
chr8,36126077,36127135	-0.652692783584515	0.630851422946213
chr8,39364081,39364609	-1.56943867106106	0.840094892163214
chr8,39412577,39413515	-1.12131924109441	0.780613285934653
chr8,40025399,40025787	-0.991259972629681	0.666371509703083
chr8,46772123,46772671	-1.06429120270529	0.77594975070992
chr8,52110372,52111537	-0.980172816293282	0.99767023456955
chr8,57339548,57340485	-1.14681322701895	1.12534572430145
chr8,60969893,60970752	-0.711693378925806	0.886507707313551
chr8,61292109,61292699	-1.09467990459224	0.643650369690895
chr8,61337399,61338381	-1.03693757574006	0.613337189340236
chr8,62902295,62903112	-0.759460129625521	0.602366984936324
chr8,73218554,73219379	-1.97629610581096	0.594341796746764
chr8,76529212,76530019	-1.10820609070381	0.7404821523171
chr8,76620281,76621085	-1.19998897403262	0.928236811135165
chr8,83420190,83421063	-1.10129010271841	0.664428389863736
chr8,91116539,91117228	-1.10733382276976	0.66672835185484
chr8,91522367,91522950	-0.808091948380012	0.743623010405638
chr8,97229015,97229792	-1.11133385561546	0.78775647065279
chr8,99460407,99460887	-1.20406930994091	0.88704559788544
chr8,100380360,100381052	-0.586151988866627	0.602929605572383
chr8,105518256,105519036	-1.20444249190715	0.85509183507636
chr8,106233016,106233915	-0.960074994373483	0.588633415301344
chr8,106290088,106290787	-0.991459077130851	1.02012926718077
chr8,106466315,106466961	-0.90650898293042	0.63912252125156
chr8,111410782,111411361	-1.64469047754915	0.937035106804907
chr8,112049885,112050455	-0.957196406971994	0.632904268503104
chr8,115347428,115348252	-1.14672477421177	0.652391910345709
chr8,129509765,129510599	-1.3059985679929	0.647903036774657
chr8,132328392,132329181	-1.04322606518763	0.83142460923272
chr9,2250191,2250986	-1.49999285527653	1.04818772735438
chr9,9691872,9692610	-0.857890186433228	0.728029745774991
chr9,9888892,9889468	-1.43999047484802	0.979364311853212
chr9,20910207,20910731	-0.845040919331597	0.975187991999077
chr9,21226941,21227630	-1.39237320861527	1.01121198214324
chr9,29205368,29206140	-0.717068213260998	0.636567012546261
chr9,42212943,42213670	-0.849707243553845	0.652164459787378
chr9,42362547,42363350	-1.31228946373613	0.698624489525398
chr9,43964470,43965253	-1.10936912259144	0.647037213392189
chr9,45961605,45962339	-1.04336911563243	0.654328537590601
chr9,46172412,46173237	-1.18986418346999	0.957625707846988
chr9,47092240,47093296	-1.18954770593309	0.71600070232425
chr9,50071090,50071680	-0.961090531959822	0.695801300770222
chr9,53935802,53936697	-1.13070316403292	0.714743621682811
chr9,54871229,54872138	-0.819361016940806	0.7179520195242
chr9,55313948,55314791	-1.28300966352756	1.432511498867
chr9,69544468,69545128	-0.702549193655849	0.925023830925363
chr9,69697733,69698555	-1.12519086506075	0.846975499289373
chr9,70256896,70257778	-0.684861836345943	0.646133441808048
chr9,80248966,80249568	-1.38769694430079	1.21824840439748
chr9,84202747,84204340	-1.00840693438208	0.674390996457518
chr9,89281931,89282647	-1.17292851105654	0.957510504646628
chr9,91180815,91181611	-0.914573923911568	0.801213014265585
chr9,91209388,91210264	-1.00003300530069	0.731734027726621
chr9,92051276,92052430	-0.881285803889986	0.907250559114993
chr9,92798106,92798954	-1.03566006060451	0.778472191448712
chr9,92816374,92817208	-1.28630370960876	0.860220014501734
chr9,93250914,93251598	-0.756344892829328	0.618253502440808
chr9,97892885,97893278	-1.2173501072947	0.864487300808285
chr9,98054829,98055799	-0.984390273223161	0.732571457819398
chr9,110170854,110172173	-1.32827862327278	0.68102696564928
chr9,111080690,111081594	-0.738139531784843	0.984428081202774
chr9,119466303,119467220	-1.21940764153937	0.637024147436017
chr9,120234564,120235215	-1.01625547018014	1.07591677046188
chr9,121203241,121204016	-1.25974666091296	0.732728257293941
chr10,1119177,1119975	-1.41102711820738	0.668078231166936
