chr1	226501336	226502475	Lrrc10b
chr12	345367	346747	RF00002
chr12	347115	348083	RF00002
chr1	242440460	242441850	Pip5k1b
chr12	49417794	49419179	RGD1306556
chr12	50089319	50090862	Sez6l
chr12	50091099	50091452	Sez6l
chr12	51250629	51251626	Mn1
chr12	52186603	52187657	Galnt9
chr12	9988291	9989020	Rasl11a
chr13	107830030	107830565	Kcnk2
chr13	107831046	107832110	Kcnk2
chr13	108381828	108382328	Prox1
chr13	108382347	108383246	Prox1
chr13	111581502	111581928	Sertad4
chr13	15395485	15396425	LOC304725
chr13	35441310	35441693	Inhbb
chr13	42262228	42264026	Lypd1
chr13	45318756	45319329	Cxcr4
chr13	45319485	45320284	Cxcr4
chr13	48847744	48849154	Mfsd4a
chr13	48977671	48978229	AABR07020966.1
chr13	51956553	51956914	Ptprv
chr13	55878145	55879216	Lhx9
chr1	36185180	36186668	Ube2ql1
chr13	83074848	83075568	Dpt
chr13	84955813	84956433	AABR07021666.1
chr13	85818216	85819226	Rxrg
chr13	90443076	90443504	Nhlh1
chr13	90443910	90444285	Nhlh1
chr13	90710054	90710610	Kcnj9
chr13	90909035	90909925	Cfap45
chr13	94354929	94356202	Pld5
chr13	95589448	95591092	Zbtb18
chr14	107783912	107785189	Fam161a
chr14	16902226	16903296	Shroom3
chr1	43475185	43475962	Oprm1
chr14	37769616	37770421	Slc10a4
chr1	4652696	4653573	Rab32
chr14	77079205	77079724	Slc2a9
chr14	77711738	77712686	Msx1
chr14	80730682	80731473	Adra2c
chr14	80731684	80732521	Adra2c
chr14	80732629	80733259	Adra2c
chr14	84274295	84275231	Sec14l3
chr14	86100946	86101387	Aebp1
chr14	87310924	87311842	Adcy1
chr14	87312251	87313045	Adcy1
chr15	108896914	108899038	Zic5
chr15	108906830	108908831	Zic2
chr15	110113729	110114464	Itgbl1
chr15	12826540	12826972	Fezf2
chr15	12828175	12828811	Fezf2
chr15	14737475	14738218	Synpr
chr15	32386506	32387379	AABR07017901.1
chr15	80712350	80713724	Klhl1
chr16	14347676	14348420	Cdhr1
chr16	20890356	20891564	Homer3
chr16	21089148	21089802	Hapln4
chr16	21281240	21281677	Yjefn3
chr16	69048004	69049159	Rab11fip1
chr16	86629552	86631018	Efnb2
chr17	21676733	21677924	Gcnt2
chr17	21705556	21706555	Gcnt2
chr17	21739736	21740177	Gcnt2
chr17	24242062	24243128	Rnf182
chr17	28824141	28825322	AABR07027407.1
chr17	77092969	77093602	Ccdc3
chr17	80320353	80321958	C1ql3
chr17	80881957	80883101	Vim
chr18	15538643	15539427	Ttr
chr18	37596746	37597622	Stk32a
chr18	46913081	46914170	RF00002
chr18	48383930	48384870	Ppic
chr18	56070972	56071526	Cd74
chr18	57653977	57654542	Htr4
chr18	61563014	61563840	Grp
chr18	62614355	62615227	Mc4r
chr1	90684553	90685800	Chst8
chr19	25913648	25914447	Nf1x
chr19	25914837	25915655	Nf1x
chr19	39064335	39065254	Has3
chr19	46525493	46526427	Vat1l
chr19	55929256	55930455	Cpne7
chr19	9931550	9932439	Ccdc113
chr20	32353217	32354221	Stox1
chr20	4070494	4070959	RT1-Ba
chr20	4086583	4087105	RT1-Db1
chr20	4087349	4087913	RT1-Db1
chr20	45814692	45815482	Gpr6
chr20	45815510	45816261	Gpr6
chr20	46214169	46214422	Smpd2
chr20	46214705	46215710	Smpd2
chr20	56179880	56181609	RF00002
chr20	6500444	6501721	Cpne5
chr2	102685165	102687149	Bhlhe22
chr2	128817539	128819158	RF00002
chr2	151314225	151315857	P2ry1
chr2	152909557	152911163	Gpr149
chr2	152911284	152911942	Gpr149
chr2	158098332	158099463	Ptx3
chr2	161564187	161565344	RF00002
chr2	189997028	189997430	S100a4
chr2	197814438	197815430	Adamtsl4
chr2	206063988	206064295	Syt6
chr2	21698529	21699816	AABR07007642.1
chr2	219260863	219262359	Gpr88
chr2	219262529	219263511	Gpr88
chr2	221657917	221658400	AABR07013073.1
chr2	231961040	231961606	Neurog2
chr2	231962552	231963379	Neurog2
chr2	242881304	242882648	Ddit4l
chr2	24922349	24924132	Pde8b
chr2	259148872	259150830	AABR07013843.1
chr2	263895278	263896264	Ptger3
chr2	3400296	3401716	Mctp1
chr2	3618072	3618662	Mctp1
chr2	36246316	36247857	Htr1a
chr2	3661308	3662010	Mctp1
chr2	409337	410440	RF00002
chr2	549191	551789	RF00002
chr2	5578656	5578895	Nr2f1
chr2	5579846	5580200	Nr2f1
chr2	61007566	61008479	Rxfp3
chr3	100768046	100768347	Bdnf
chr3	100770897	100772657	Bdnf
chr3	100786683	100787041	Bdnf
chr3	100787587	100788394	Bdnf
chr3	100789134	100789496	Bdnf
chr3	107761116	107761689	Meis2
chr3	110491909	110493559	Ankrd63
chr3	113423379	113424052	Hypk
chr3	122206198	122207004	Pdyn
chr3	12262381	12263196	Angptl2
chr3	123235747	123237119	Slc4a11
chr3	124144155	124144620	Adra1d
chr3	124144892	124145965	Adra1d
chr3	150061700	150062612	Necab3
chr3	150072897	150074259	Necab3
chr3	155102510	155103107	Slc32a1
chr3	170955297	170956146	Bmp7
chr3	22038111	22038483	Crb2
chr3	2261894	2263955	Nsmf
chr3	22639283	22640305	Lhx2
chr3	41018207	41019548	Kcnj3
chr3	41019612	41020389	Kcnj3
chr3	45683470	45684680	Tanc1
chr3	52211491	52213060	Galnt3
chr3	6429591	6430632	Col5a1
chr3	66394345	66395106	Cerkl
chr3	66417407	66418231	Neurod1
chr4	10138152	10138769	Lrrc17
chr4	114916861	114917846	Slc4a5
chr4	114935307	114936137	Slc4a5
chr4	129429856	129430722	Fam19a4
chr4	133178890	133179752	Gxylt2
chr4	15504981	15505625	Hgf
chr4	158223137	158224018	Ano2
chr4	158242526	158243450	Ano2
chr4	159078854	159079641	Kcna5
chr4	32372549	32373183	AABR07059679.2
chr4	32380178	32380751	AABR07059679.2
chr4	32391387	32392197	Dlx5
chr4	32392380	32392663	Dlx5
chr4	33638451	33639041	Tac1
chr4	56452596	56453755	Prrt4
chr4	727343	727847	Shh
chr4	85550985	85551579	Aqp1
chr4	85914980	85915611	Neurod6
chr5	100647822	100649876	Nfib
chr5	114013787	114014836	Jun
chr5	114015032	114015673	Jun
chr5	13759558	13760739	Oprk1
chr5	155647862	155648637	Wnt4
chr5	157517172	157517925	Htr6
chr5	157518396	157519642	Htr6
chr5	164926490	164927170	Draxin
chr5	28130946	28131408	Slc26a7
chr5	57027903	57029313	Mir207
chr5	68058525	68059610	Plppr1
chr5	68138303	68140335	Plppr1
chr5	74366219	74367383	Ptpn3
chr5	74367729	74368687	Ptpn3
chr5	79569552	79570352	Tnfsf15
chr5	91132237	91132702	RF00002
chr6	109936046	109937013	Tgfb3
chr6	11062563	11063440	Stpg4
chr6	11494019	11495623	Kcnk12
chr6	127126886	127128367	Prima1
chr6	131926946	131927656	Bcl11b
chr6	1657057	1658077	Qpct
chr6	2316985	2317875	Cyp1b1
chr6	26642074	26643002	Slc30a3
chr6	27328156	27328905	Otof
chr6	27459635	27460564	Drc1
chr6	30631074	30631914	RF00002
chr6	30640962	30641873	AABR07063425.1
chr6	30640962	30641873	AABR07063425.2
chr6	50846355	50847412	Slc26a4
chr6	56624979	56626900	Meox2
chr6	57516065	57517848	Dgkb
chr6	95997261	95998318	Six4
chr6	95998398	95998761	Six4
chr7	110031065	110032729	Khdrbs3
chr7	11301581	11302146	Tjp3
chr7	11581397	11582319	Gng7
chr7	11582769	11583273	Gng7
chr7	117351897	117352506	Smpd5
chr7	119768003	119768570	Sstr3
chr7	130826531	130827393	Syt10
chr7	138706880	138708224	Amigo2
chr7	141325492	141326285	Asic1
chr7	2221016	2222164	RF00002
chr7	22452903	22453713	RF00002
chr7	22453808	22454573	RF00002
chr7	25919000	25920308	Ric8b
chr7	28039384	28040754	Ascl1
chr7	710984	713049	RF00002
chr7	72985367	72986324	Matn2
chr7	81591544	81592069	Angpt1
chr7	99481793	99482625	RF00002
chr7	99482642	99483629	RF00002
chr8	115357638	115358604	Grm2
chr8	116153862	116155001	Cacna2d2
chr8	120446449	120446773	Arpp21
chr8	130126975	130128099	Cck
chr8	132344512	132346199	Tmem158
chr8	31999449	32000765	Adamts15
chr8	32017888	32018736	Adamts8
chr8	43335580	43336450	RGD1311744
chr8	53145728	53147448	Zbtb16
chr8	53223363	53224183	Htr3a
chr8	53678538	53678932	Drd2
chr8	64363877	64364989	Celf6
chr8	6810845	6812154	Trpc6
chr8	70435721	70436087	Slc24a1
chr8	76577634	76579211	Fam81a
chr8	89129678	89132534	Htr1b
chr9	100380165	100381533	Sned1
chr9	100829092	100830829	Bok
chr9	117794630	117795478	Akain1
chr9	16405819	16407579	AABR07066798.1
chr9	16933928	16935428	Crip3
chr9	19977490	19978362	Pla2g7
chr9	43607194	43608155	Vwa3b
chr9	43738427	43739118	Vwa3b
chr9	47385250	47386998	Slc9a2
chr9	66304761	66305754	Fzd7
chr9	7466336	7467518	RF00002
chr9	7467893	7468670	RF00002
chr9	80117647	80118388	Igfbp2
chr9	82646943	82647270	Asic4
chr9	94251484	94252312	Ecel1
chr9	94702680	94703538	Neu2
chr9	94721312	94722001	Neu2
chr9	98312364	98313818	Ramp1
chrX	104984715	104985407	Xkrx
chrX	107321876	107322805	Tceal6
chrX	138045995	138046991	Stk26
chrX	140303412	140304442	Gpr101
chrX	145875343	145876528	RF00002
chrX	32354807	32356141	Ap1s2
chrX	65795782	65796929	Gpr165
chrX	82143412	82144553	Pou3f4
chrX	92595958	92596805	AABR07040095.1
