logFC	logCPM	PValue	FDR	Bo_14_svz	Bo_22_svz	Bo_23_svz	Bo_24_svz	Bo_25_svz_2000g	V1	V2	logFC	logCPM	PValue	FDR	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19	svz_16	svz_EXTRA_16	svz_17	svz_EXTRA_17
chr1,217150422,217151271	-0.786019029288487	3.00278809147581	1.71644331252584e-06	4.54277024373177e-05	6.03968092732654	5.98937251103803	6.10905875965625	10.6200858829711	10.2544261831452	chr1,217150422,217151271	Shank2	0.0190275347515263	5.64077901666674	0.815647957350927	0.913265744756591	51.3850216004856	52.8281816836292	47.0504883847728	49.2035961883579	49.7557350804895	49.3637867347578	50.7786231245602	47.9430906730802
chr1,228752212,228752771	-0.678745458025617	3.62777912385028	5.4790334764245e-06	0.000115429423013844	9.84245486684032	9.58225200717736	9.95528664081725	16.1596676321853	15.215752630378	chr1,228752212,228752771	Dtx4	0.0414666088684675	3.44841405539694	0.801795473705616	0.905766540438244	13.1241762779157	10.619043742954	11.2531716934582	8.88968499029858	13.1006417978689	9.93415965681567	10.8733999867689	8.73465493937763
chr12,347115,348083	-0.703203407978111	3.7130206086017	5.36950861565656e-06	0.000113607163510375	10.1779665837319	10.7860970733983	9.95705713689074	15.3666156411211	18.2001331092934	chr12,347115,348083	RF00002	-0.375622253435036	7.22186662858548	0.0143413206441858	0.0610494509821565	96.1461761543973	128.068501234642	138.254933205185	156.94380725652	125.374412574234	215.392441412663	160.478900370684	172.647850160892
chr12,45904938,45905540	-1.15354187272582	3.16980608484175	3.15982677307961e-12	6.16735143332538e-10	5.81597593883272	6.10089073797136	5.77042905320963	12.1315797546815	14.1189077496176	chr12,45904938,45905540	Hspb8	-0.477440062672594	4.37605390144035	7.25119079833276e-05	0.000777814756474595	18.3439162595132	17.8761897612772	14.7914735149743	18.0599341589171	24.1889915074646	19.3929362627952	24.746417342524	27.8430697656117
chr12,46809472,46810177	-0.753624616194273	2.53565204428129	4.69750581472802e-05	0.000648922367748694	4.3619885568638	4.24594187231833	4.52479614536255	7.61762501554553	7.16647211559574	chr12,46809472,46810177	Pxn	-0.016811076381021	4.55038342818637	0.863395608097327	0.939261057906916	22.3982194936393	21.9317908859657	25.453082230456	22.9719565801078	23.3082481281506	25.236174947493	22.9792514570187	22.3229375520065
chr1,261986433,261987290	-0.644796035998562	4.27067282934766	4.04612403720688e-06	9.0534792981721e-05	15.5465918695484	15.5741941511989	15.6124356148019	24.2460147167838	24.480797989003	chr1,261986433,261987290	Pyroxd2	-0.0962469271119865	3.64633943825009	0.472237500060305	0.685737454877276	13.0761889523795	11.3127735444254	13.2352349227265	10.3926634412248	14.5385804147107	13.3012962318088	12.8554134291642	10.6380331283014
chr13,47877661,47878219	-0.737252705456508	2.58491570140671	5.14565658427525e-05	0.000697616064786169	4.58568772664232	4.46412270826086	4.63824943652314	7.84849519103538	7.38700239539533	chr13,47877661,47878219	RF00100	0.00177803182758797	11.5485208611153	0.981309378365006	0.99763850273369	3039.43522756179	2994.61460794772	3007.54321283715	2947.07185093148	3035.8339523968	3009.77946370107	3008.32674980828	2919.95521407116
chr13,57080440,57080948	-1.07469438667947	2.02685816616402	1.69681378931288e-06	4.50270279076712e-05	2.68430340125583	2.50281090017219	2.8276915192228	6.11361478394342	5.18019650475494	chr13,57080440,57080948	Cfh	-0.0190580449550092	5.38139375777681	0.827549095174885	0.918293905751909	41.5749553930761	44.9839442719669	37.6729492264924	40.9776173449857	40.9966900975067	42.951076952946	43.4937700129803	39.9681828227739
chr14,107267636,107268619	-0.975850417239679	4.16231357337168	1.74471274475072e-07	6.69660821393099e-06	12.9741644253497	11.2060022324315	14.1374085902512	30.2150620155453	20.0551844758708	chr14,107267636,107268619	Tmem17	0.0998144365719218	3.56673686186902	0.378101284306239	0.604882647199413	12.5260308361678	12.2732218033043	12.1643666579748	11.6391853633043	11.6797623064188	11.5660056852503	11.4626758648614	10.6449683179961
chr14,22091612,22092149	-1.19149168453222	3.18335162244223	4.24617575494586e-10	4.18971676366546e-08	5.70411717185221	6.43139068063111	5.43223633948802	11.1033828373427	15.6681075894819	chr14,22091612,22092149	Sult1d1	-0.127088262246013	3.41174769667027	0.460220209716887	0.676148957743841	7.77536086680673	10.6189633429597	9.59255914513084	12.2737352002146	8.22395187475654	13.0422289200207	10.7130567087495	11.9919347354862
chr14,42005708,42006601	-0.609234001392938	3.52684104989838	6.04996076208366e-05	0.000794846567656101	9.28320784359939	9.5861329600643	9.1645637676208	13.5145710441783	14.9999313594317	chr14,42005708,42006601	AABR07014974.1	0.101364504939822	4.04236029516381	0.303303651134947	0.536531654749841	16.8524820438393	17.1825085762439	16.9336687379337	16.8149980337847	15.6493711686937	16.4030683575045	15.8549943805662	15.2764558604684
chr15,108906830,108908831	-0.700008424106508	4.92289382666059	7.30488744705534e-08	3.25369664694799e-06	23.9350325646236	24.7263332785234	23.646062259381	37.0704171195361	41.2465667857296	chr15,108906830,108908831	Zic2	0.384647137293096	4.3983608594217	0.0153482371767981	0.0643417150382958	23.339290081989	20.4911130863858	31.0239756390551	20.2212071544993	19.6108885520353	22.5598314003472	17.0339850249318	13.6155606331917
chr15,18399205,18399841	-0.614690516127755	3.66388032332712	3.65575214173567e-05	0.000529734069830011	10.289833789681	10.0175405952101	10.520677799681	16.2746453700265	15.215541075941	chr15,18399205,18399841	Fam107a	0.233553607070575	8.46612791275042	0.077435248198785	0.216263017739193	458.694644152008	346.638814523529	413.426364929617	309.651570185234	406.07175452475	293.656631445954	321.117593430135	279.122404244709
chr15,42657901,42658482	-0.894156077020732	3.53266991576847	7.83969585201007e-09	5.01343259721888e-07	8.38843845379303	8.71508111740206	8.25957136395504	14.6712811136957	16.7653322177805	chr15,42657901,42658482	Clu	-0.343857434029267	9.65734456895423	0.00128119303306062	0.0087376318820748	820.904022699854	744.611427674675	635.65586875362	645.452652899979	1017.75662820541	786.400891727737	954.245812714915	854.375860979699
chr16,39717898,39719347	-0.858167011657174	4.0080014459068	1.01468239484887e-08	6.27577540727692e-07	12.079381610853	11.4312358807791	12.4432964032786	23.1958892351813	20.2854913601949	chr16,39717898,39719347	Gpm6a	0.441843743302347	8.75639487050863	1.29596546123863e-07	3.32923339329528e-06	535.206247108686	507.311244650692	473.017228835291	476.679639655738	386.913503067336	340.182561180314	367.504046076871	372.04366611707
chr16,74886488,74887120	-1.14892090693244	2.38919875075838	3.75059065030236e-09	2.64616210533514e-07	3.35537308746815	3.37604372524	3.39402403430921	7.39043921733324	7.60924487239871	chr16,74886488,74887120	Atp7b	0.0763491121678892	3.84701446206543	0.519513888682024	0.724428763710008	15.0760758530525	13.0204111209727	15.8611657786203	14.6942223573291	14.5439229899222	12.5091419389221	13.2843018521494	15.2853530592212
chr17,21739736,21740177	-1.53744675440393	1.43811911099136	6.63804046249478e-08	3.00167400147051e-06	1.45400373926346	1.19521443143877	1.58308110586655	4.83992460215384	3.41431660359642	chr17,21739736,21740177	Gcnt2	1.09107836681793	3.75382368085367	3.76272088427306e-14	4.67909326246062e-12	15.3672349903415	16.435562166327	20.6834767174678	20.3927412832636	7.33584878933642	9.41242831310884	7.60688636419893	9.83432741561458
chr17,80881957,80883101	-0.826042503276581	4.01211133000491	1.2870436939039e-07	5.18560311809528e-06	11.9674958279848	12.8569038009225	11.6544807142376	19.296411337754	23.8261796323607	chr17,80881957,80883101	Vim	0.444890077406478	6.19181938688834	0.0111517486185535	0.05038725774531	111.113380432128	94.5037044577909	61.1462929024775	69.9409439136922	75.8007071073405	43.3613424694157	66.043988695115	62.1445347930067
chr1,79988714,79989497	-0.638473226756248	3.2360013821642	7.18017384308977e-05	0.000912092423624415	7.49367492397099	7.73445513399644	7.35444656190715	10.9751862328615	12.4639259569744	chr1,79988714,79989497	Dmpk	-0.181434599066832	5.14632523440772	0.0340393735604691	0.118749075787416	34.9739430212989	32.4974008509316	33.7063440734341	31.1954998790178	40.0534036278804	36.8514425425161	38.0304782683395	35.1825799551754
chr18,15538643,15539427	-1.17414123324223	3.64044104723806	4.54340044967566e-14	1.55755145586552e-11	8.05289413239367	8.49801839683147	7.92033479658897	16.9825868292829	19.8540486473418	chr18,15538643,15539427	Ttr	-0.739819081006484	5.58013785876315	0.11066027170818	0.277777445166729	16.1177643034023	24.9203407285614	66.5991307849511	35.3376846871444	29.568815576825	144.097903633021	39.6407207001635	25.4749846267858
chr1,82581160,82581753	-0.749505694850217	3.05140664232629	7.78808553744752e-05	0.000973134631975861	6.48709048758418	5.65659354334653	6.89899753431207	12.451437804052	8.92435809659089	chr1,82581160,82581753	Axl	0.112479600197628	5.31342939491726	0.204438076418469	0.416704939053136	42.9022640027812	40.3415995525394	43.4052901948773	38.1792659158662	40.4395793629426	39.692173721364	38.0841809737534	34.2535787396511
chr18,26210971,26211298	-1.17970678677441	2.35974896655759	1.57046622630102e-05	0.000271223939974128	3.35539465044061	2.60651461913357	3.84390591513868	9.67221963706475	5.17203214816291	chr18,26210971,26211298	Nrep	-0.17039627080168	4.06931936181179	0.135079438365259	0.318693127587074	17.6738770826796	15.6350334742907	15.0584704971678	14.4308276503138	19.7734057445372	15.7155290446943	18.1580463701988	17.0252609424595
chr18,56413665,56414634	-1.10768010909478	2.49586438367109	3.56933333522433e-09	2.54967364931755e-07	3.69091165569524	3.81283512233407	3.62077264506134	7.50994765546263	8.49331932273311	chr18,56413665,56414634	Csf1r	-0.118515805059817	6.55993168557877	0.128553261418044	0.30842943401577	89.6374383496767	86.2862001212033	95.4922371899486	90.0794176878683	98.90547954582	99.4642319776296	97.0584821007307	97.0221458315566
chr18,70549202,70550162	-1.34726007980979	1.5188911058931	6.93817390489854e-07	2.13902141613012e-05	1.67769598539006	1.52321066865423	1.69678214350808	4.49879064568738	3.85758437683227	chr18,70549202,70550162	Myo5b	0.584272428259933	6.69978193716063	1.05657551984506e-07	2.76480432120349e-06	115.420387286409	104.162578935802	149.399496378163	129.405083218182	80.9453108545432	83.850556700615	75.1515858933461	92.4543217688789
chr20,2972028,2972949	-1.0556852921352	2.46661004507529	9.12541392716476e-08	3.89793173494798e-06	3.690911704022	3.92298018361883	3.50813895928307	6.82152930246847	8.6056670285179	chr20,2972028,2972949	RF00100	0.00177803182758797	11.5485208611153	0.981309378365006	0.99763850273369	3039.43522756179	2994.61460794772	3007.54321283715	2947.07185093148	3035.8339523968	3009.77946370107	3008.32674980828	2919.95521407116
chr20,4436680,4437922	-0.676052802305257	3.0379953952618	4.72556948398443e-05	0.000652237540323034	6.3752069684121	6.64528581169155	6.3360482301477	9.70423504003817	10.9196457635688	chr20,4436680,4437922	AABR07044388.2	-0.1953823649208	5.86292411163877	0.125339792128534	0.303615714357897	50.9492319489833	43.1700007979213	71.3212655290314	51.2189732217428	64.795210675637	68.7661681971776	57.6358225971128	56.890032509643
chr20,48336068,48336380	-1.0992932283098	1.74740188338984	9.74168380964112e-06	0.000184091433103793	2.12506506700951	2.17832113530942	2.14964886693246	4.61846411984621	4.63136308942251	chr20,48336068,48336380	Cd24	0.286521520124882	4.88411452902967	0.144100734471417	0.33222371136872	42.2684627235814	32.9242523241419	24.2776362867974	29.9008478789429	31.1744790948538	15.3388898912608	26.4607586909411	33.09778400729
chr2,128817539,128819158	-0.756682495849241	3.36357649117604	5.41955516828214e-06	0.000114386647383365	7.82920768893018	8.39056419500772	7.46851923254488	11.9044530190443	14.7823734214342	chr2,128817539,128819158	RF00002	-0.375622253435036	7.22186662858548	0.0143413206441858	0.0610494509821565	96.1461761543973	128.068501234642	138.254933205185	156.94380725652	125.374412574234	215.392441412663	160.478900370684	172.647850160892
chr2,147692456,147694043	-0.627060981290304	4.38492776582652	6.25578451577324e-05	0.00081665220190531	16.7768784404034	18.1963920057961	15.9547375481078	22.7654972016096	29.6733467574638	chr2,147692456,147694043	Wwtr1	0.0668688720022374	3.34904448935882	0.592355931832546	0.775361626740504	10.586288173085	9.87198763123481	11.0920097438303	9.72413091470995	10.3562329151937	10.1995147846995	9.7487800403167	9.10094713555029
chr2,154418729,154419311	-1.17540637136658	1.71828143126268	2.93009420633508e-06	6.96983557144977e-05	2.01321887402383	2.06943926858224	2.03652443265258	4.61846411984621	4.63136308942251	chr2,154418729,154419311	Plch1	-0.0679778639670508	4.98970798847123	0.462673034453578	0.678155990418449	33.861951470385	30.4696457108814	30.598575425487	28.7629448262349	35.5330692006357	30.0155279443022	32.8883042328525	31.2234654167192
chr2,161564187,161565344	-0.789550796291643	2.84076340293919	3.12007455763092e-06	7.32268171265636e-05	5.36860403093707	5.33602757232956	5.43029626779085	9.35146351882269	9.26258038020062	chr2,161564187,161565344	RF00002	-0.375622253435036	7.22186662858548	0.0143413206441858	0.0610494509821565	96.1461761543973	128.068501234642	138.254933205185	156.94380725652	125.374412574234	215.392441412663	160.478900370684	172.647850160892
chr2,197655666,197656584	-0.768964156616024	2.68809529230442	2.80504128174943e-05	0.000428197158098302	4.80936668361074	5.121405558026	4.63950689298258	7.51275220441673	9.0460252581663	chr2,197655666,197656584	Ctss	-0.104396138726484	6.61434326303733	0.194142553232165	0.403114790519108	99.0556221815083	93.3832825695463	92.170734456369	92.717174646851	105.62507119871	94.0990752210255	102.25401030963	103.661278954904
chr2,198523806,198524330	-3.14969655572707	1.5962979941691	7.72376811019214e-26	6.19592954031503e-22	0.671072602929624	0.653037227436854	0.678847433735184	6.34653203024704	5.73243271559729	chr2,198523806,198524330	RF00003	-0.454565554090514	5.98343397518768	0.038352995323812	0.129273596893103	68.7659063947738	50.1068703800982	59.8558334824436	34.4878831201686	100.472900650558	76.3867780541724	74.9896368550379	40.3492815474115
chr2,260996095,260996550	-1.03289031199235	2.14718249654923	1.24336626050757e-05	0.000223385437965636	2.90798116345939	3.27064853467653	2.71646057519259	4.86292931388344	7.2845101255914	chr2,260996095,260996550	Erich3	0.684825084489255	5.2673330945028	2.78661707101991e-10	1.5538707572211e-08	48.0046427716077	50.5336053968815	40.5136946752591	50.3993241533826	27.9949077286708	25.5979094391662	29.1390527464176	35.0997638752235
chr2,60682919,60683648	-0.858514578293578	2.97041735554538	2.54929649472066e-07	9.27316138664746e-06	5.81600152713802	5.55231443393153	5.88249979211463	10.8487493936312	10.0328801847842	chr2,60682919,60683648	Rai14	-0.0320764068107264	3.22970665155968	0.898678757195455	0.957700128629647	13.0538033740813	10.8322950549846	6.53980606361312	6.29778319697236	12.7628741859488	7.30226702584753	10.6582994855883	6.82678827463445
chr2,72005435,72006469	-0.703443381078938	2.99424263217728	2.22822416214585e-05	0.000357774131752913	6.15152083299722	6.31789535884695	6.10965372979347	9.70212379641216	10.477562242469	chr2,72005435,72006469	Cdh12	-0.474851554267767	4.2432461439586	7.86140136000747e-07	1.59406077793398e-05	15.7434494269776	15.6350375375248	16.1831882406763	15.4691535346838	22.0949790820057	22.869515897649	22.3361174045398	20.3149501486534
chr2,77867873,77868919	-0.638145990130406	4.85991242598784	1.12091147371299e-05	0.000205293144999503	23.2639418288438	25.058010907003	22.4032476001341	32.4632485479807	40.9210256696556	chr2,77867873,77868919	Myo10	0.291645192040824	6.70936929965546	0.000394094474304698	0.00322340835444099	111.923676067075	107.364166617451	124.6434984388	116.364520196308	93.1763497888831	95.6266861381802	90.363246798555	96.8713822967512
chr3,95706033,95707204	-0.657649782690323	4.43213082220595	1.82894832717966e-05	0.000305404674975072	17.5598468994867	16.000912667965	18.5507381721348	30.6902026727956	24.1407052170013	chr3,95706033,95707204	Pax6	-0.416476950503833	3.39819318786598	0.0530722812540883	0.164050087149681	12.2814450557533	10.1386356095383	6.64675165924407	6.7146008893295	15.6297099474269	8.98352629204726	13.3901090313295	9.76305720799887
chr4,124857818,124858630	-0.807094803377102	3.35658283370588	3.75407188806909e-05	0.000540660489746884	7.49364572330117	8.61230646069633	7.01697323962037	10.760645902398	16.2213438945766	chr4,124857818,124858630	Adamts9	-0.130512671948955	3.55727016898566	0.31809033538698	0.55046864444062	11.748357055801	9.49855127134605	12.9667853747052	10.3442408431459	13.603068852998	11.5115064467404	11.7308741334467	11.9334850799794
chr4,168516751,168517419	-0.680236737199139	3.35079071055482	6.19380302994591e-05	0.00080961493442925	7.94104806726841	8.60901613222042	7.58177141153558	11.3284370380157	14.4521713651827	chr4,168516751,168517419	Dusp16	-0.338399243719737	4.28626851248198	0.001284692775828	0.00875485106010428	18.5640135542315	17.6627473448385	16.5588641751267	15.7760446099596	23.4124517939804	21.3432092164307	22.6037284870282	19.3350307536219
chr4,175729192,175729957	-0.899851430397578	2.39628281162571	6.41948920055278e-05	0.000833462832793351	3.80277176545923	3.26191050026362	4.184042236426	8.41207218250029	5.61688979769533	chr4,175729192,175729957	Slco1c1	-0.071756634304986	5.44575812982055	0.571380266514186	0.763028920283994	40.8581265979546	49.7864021105725	38.8518317302391	40.0949091994124	41.7712492786848	54.7337740083987	47.1359467064205	34.6042756529555
chr4,178168433,178168964	-1.42894242003996	1.73720486946183	9.75982401314411e-08	4.12004077433068e-06	1.7895188312019	2.07175876123067	1.69786751342432	4.05240729848895	5.96007026388105	chr4,178168433,178168964	Sox5	-0.326608306165224	4.94548479478586	0.0104827839463425	0.0480606210072303	32.5782813537589	29.3489375614441	23.9548298666121	23.1183156229356	40.0455124502019	30.6454673084895	36.7978834235448	29.2088926542161
chr4,178442100,178443075	-0.972558649780658	3.05906503787443	2.74414788529462e-08	1.45924585745371e-06	5.92784748554408	5.44122441058436	6.22096396400818	12.8031532552857	10.2498378848959	chr4,178442100,178443075	Sox5	-0.326608306165224	4.94548479478586	0.0104827839463425	0.0480606210072303	32.5782813537589	29.3489375614441	23.9548298666121	23.1183156229356	40.0455124502019	30.6454673084895	36.7978834235448	29.2088926542161
chr4,44321439,44322392	-0.732380365963521	3.96285709638018	7.07414369048857e-06	0.00014171918638885	11.9674959866535	13.0764945962949	11.4289222036898	17.5677385915478	22.8352668090689	chr4,44321439,44322392	Tes	-0.26534309242859	3.68862002873009	0.12868157362875	0.30865362433742	14.7813138514114	12.9668213529981	9.21873941324153	9.51080619037769	17.0672342395715	11.297738422302	15.3185844155381	12.1838215700634
chr4,7279907,7280354	-0.680484401972465	3.35094402017961	4.0018416482691e-05	0.000569191019827126	7.94104799591286	8.49907698554644	7.69449270645629	11.5573865151676	14.2306653016111	chr4,7279907,7280354	Slc4a2	-1.0853607880496	5.94949911683938	2.62381415149153e-18	8.77853248970453e-16	44.9445765435627	44.8238017015013	33.8152279045077	34.5022571343791	93.0565810689919	81.6413748956013	94.1645984004472	66.6029046461295
chr5,12563212,12564343	-1.23354256154452	3.59618090621556	3.18447394191034e-09	2.31390684009154e-07	7.82923646236213	6.63363124857359	8.70756733425681	22.4791546755331	13.8798314522171	chr5,12563212,12564343	St18	-0.650867061988659	5.36139628972277	8.20475159126752e-08	2.18358275303961e-06	31.5982799265193	24.7068055894313	39.4914066742501	31.8199515755786	53.7178629942364	45.4180131003017	46.8157883566889	54.4347132587991
chr5,161980838,161981641	-1.11446971214667	2.54064417011817	1.4345602474819e-08	8.36191798261954e-07	3.80275787639739	4.03185270337432	3.62125990893107	7.28416217944163	9.26770182577544	chr5,161980838,161981641	Pdpn	-0.154757162999365	4.02347321128986	0.220108893558279	0.437230728340533	16.9546268671245	17.4491823551105	12.4875151120821	14.2764355881464	18.0143071864006	15.5585014595663	18.4253978721565	16.0980557978598
chr5,162808055,162808732	-0.766745126363889	3.80576148746692	1.70814616762549e-06	4.52678485037163e-05	10.62535154506	11.4412744204417	10.1840274194043	16.1794775639312	20.4078727768826	chr5,162808055,162808732	Dhrs3	-0.352171701586196	4.18904138309858	0.00211176404278207	0.0131769575173951	17.1234860910378	17.8760966175241	13.8803327378639	14.8454399951008	21.2110485842946	20.1342385787275	21.9070907688343	18.1003220937104
chr5,169630725,169631114	-0.976629638658746	2.01102303119456	1.53100623084131e-05	0.000265892593270966	2.79615699550775	2.50197322206818	2.94064164829097	6.11081768743901	4.7379248191819	chr5,169630725,169631114	Kcnab2	0.109889819457735	7.10890024032802	0.156751566283284	0.350911742777235	140.249720344991	143.436698056369	144.739652965779	144.304016226282	129.874500691782	137.578832991031	132.089411005546	131.180887165096
chr5,74367729,74368687	-0.815070154486828	2.79519703536974	2.45191424893878e-06	6.08945295202682e-05	5.14491166462906	5.0082052600303	5.31669899717562	9.46343706891025	8.70965842377515	chr5,74367729,74368687	Ptpn3	-1.53440137383598	6.67993135445225	2.27028831815846e-23	1.77233841370904e-20	48.5670497567341	40.5019374900415	59.694929426314	61.4793609111973	144.974290391625	119.591095188726	141.570970521793	202.925130693578
chr5,79874209,79874955	-0.812589165545068	2.87152028549237	2.65398132025887e-06	6.47702243778053e-05	5.36859108650736	5.66538095222227	5.3179353544187	8.89695407107018	10.2584309726772	chr5,79874209,79874955	Tnc	-0.142842734865847	5.79388540655616	0.562703601964162	0.756552241010597	76.842294462538	53.6820151255626	48.3903883388266	31.6913589571914	86.5782055999372	50.6213367142518	61.9731297139133	33.3548528499027
chr5,8863353,8863853	-1.33890487768035	1.8124534983346	1.54098083012702e-06	4.15236618112058e-05	2.01321893655825	2.28996095143316	1.8113346075223	3.93997565299973	6.40274457372656	chr5,8863353,8863853	Cspp1	0.00618551379488114	5.57226457681315	0.948220318641781	0.983662399988235	46.5111666795515	52.2945053774663	43.9425743777008	47.5491242428557	45.1863039525965	51.2591270599593	49.0644783177509	43.9786387524415
chr6,146098753,146099436	-0.900317758801692	2.5021058213149	1.49289982485562e-06	4.04317795577628e-05	4.02645006379614	3.91926038142128	4.18540993936807	8.07626133891446	7.05480355508712	chr6,146098753,146099436	Dnah11	0.717061933401399	4.68428645808728	2.64483880436759e-05	0.000331832811419405	41.5481233042313	31.1633582981493	31.5095652194831	23.2143894968672	25.8191879258331	17.2400322056863	19.5508734810201	14.9028138531072
chr6,59460243,59460866	-1.30585835587699	2.17782334075731	5.26949106234497e-09	3.5552001978995e-07	2.68429593066111	2.50238998556396	2.94046058120855	7.7239523027354	5.7290253522895	chr6,59460243,59460866	RF00004	0.0833348886236203	3.82955343806268	0.44789977915068	0.66538616097107	15.1304740546046	15.4215173026995	13.6117943625902	13.9156703646148	14.0493059526493	13.7209306096987	14.1407128767422	12.9084850781484
chr7,124286331,124286726	-0.84298241202558	2.17656048392874	5.70518602367038e-05	0.000756344930809476	3.24352695569553	3.37731995461013	3.16828050552045	5.5456961112433	6.17685653165139	chr7,124286331,124286726	Pacsin2	0.258502177297957	6.44963513943462	0.00104782102385102	0.00736199051357724	91.081933344747	94.237071207546	96.6716282489918	98.4123605742788	75.9326074978144	82.116545571088	77.9361495470187	82.0041540531946
chr7,129969737,129970790	-0.861839778848161	4.09969030505905	9.49496425748821e-09	5.92283466385262e-07	12.862304002311	12.0838617469395	13.3480053100322	25.0409451425709	21.3872702177721	chr7,129969737,129970790	Mlc1	-0.0429417511782547	8.02797812648013	0.637768219565107	0.803220100270066	283.035180331862	243.436910285595	262.310446833755	239.34522185203	294.284281223832	238.667583431797	264.232295201303	262.002855698493
chr7,2221016,2222164	-0.657456736531825	3.98430398663054	7.39064448670204e-06	0.00014685908102025	12.638592489585	12.8527125211202	12.5583249811826	19.2860677834051	20.7335967109757	chr7,2221016,2222164	RF00002	-0.375622253435036	7.22186662858548	0.0143413206441858	0.0610494509821565	96.1461761543973	128.068501234642	138.254933205185	156.94380725652	125.374412574234	215.392441412663	160.478900370684	172.647850160892
