logFC	logCPM	PValue	FDR	Bo_14_svz	Bo_22_svz	Bo_23_svz	Bo_24_svz	Bo_25_svz_2000g	V1	V2	logFC	logCPM	PValue	FDR	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19	svz_16	svz_EXTRA_16	svz_17	svz_EXTRA_17
chr10,109550728,109552052	0.929784094176851	4.71480889066102	4.68993010667782e-06	0.000101516865414892	31.2049679452551	36.9440200396214	28.1777394023929	12.502105010593	21.1886753188749	chr10,109550728,109552052	Faap100	-0.160093847988913	3.91761018190652	0.155395595029946	0.349211402744412	14.6323113381639	14.7811953203214	14.0935758301531	13.1897927130068	16.3629690637704	17.0349607191115	16.3368386344775	13.6231675643194
chr10,109756820,109757905	1.12851097267935	4.36334145186148	1.74631529446243e-10	1.9675234073944e-08	25.5008493010596	28.7676941920162	23.650031350292	9.60325332932173	14.1247139836654	chr10,109756820,109757905	Arhgdia	-0.0245441152882711	7.71476976101559	0.772024582367555	0.88958502922746	218.349194801995	194.664179732518	223.083805008278	196.660508746492	227.560339403514	206.707196122076	209.168394938687	203.611557381638
chr10,109810275,109811868	0.815106515418388	5.74368920804748	5.64899588567749e-06	0.000118379519580241	63.1929480076956	71.903170746304	58.2709288905705	29.0157233941346	44.2373925295897	chr10,109810275,109811868	Mafg	0.066472512062919	5.03963673896129	0.517005693901185	0.722805098060817	36.9655288578147	35.752372768604	31.5100861169107	29.9505357879169	34.98238140731	32.0154955963118	33.4236696549775	27.7178872979128
chr10,109903667,109905022	0.755251831936092	3.90991144891085	4.573541001588e-05	0.00063573526384357	17.3360931218868	19.7266263425103	15.9565183716517	8.33296652645988	12.5807814708952	chr10,109903667,109905022	Rac3	-0.39112432695618	3.51828426489232	0.0413008640434655	0.136458909367218	12.6746084173196	10.7790087531723	8.52146118791756	7.33490069019298	16.403055086851	11.6682249832162	14.1937156606622	9.2941385210925
chr10,109965791,109967402	0.980715339488975	4.87569257468433	8.92537186938695e-07	2.62574520466986e-05	35.3432764593316	41.5184020671169	31.9112954344097	13.7725264198216	22.9532210588134	chr10,109965791,109967402	Gps1	0.0509248320946055	6.39778260559423	0.53375499096482	0.735588117358044	88.8570935182355	81.1101096079018	90.9908319199102	81.8497503093673	87.4956420419422	81.6418289251491	81.6855717274566	80.0953539188296
chr10,109965791,109967402.1	0.980715339488975	4.87569257468433	8.92537186938695e-07	2.62574520466986e-05	35.3432764593316	41.5184020671169	31.9112954344097	13.7725264198216	22.9532210588134	chr10,109965791,109967402	Rfng	0.109410878091568	5.37220308913719	0.195452185809347	0.404550613491376	43.9016238102319	40.8752499886198	45.9772774147094	40.7678677841339	41.5977707124092	40.7430622145294	39.2091538277505	37.4464389201209
chr10,110181714,110183537	0.74329272031179	5.5886756640127	2.26906443048258e-06	5.7060213024728e-05	56.3703636950315	61.8770046707591	52.9517850812299	28.7752023454327	39.3804303850242	chr10,110181714,110183537	Csnk1d	-0.0259437509030462	6.93848204300935	0.748685074472635	0.875615702579231	128.379377938947	119.850772827454	121.322068154467	116.257123195974	130.804782399386	118.440325250587	124.590293646372	120.788193665287
chr10,110468074,110469033	0.924644366301106	4.95985450090122	2.39147221038957e-06	5.96707649285352e-05	37.1328134679294	43.3692798541356	33.7212040643831	15.1585672864421	24.9384055030578	chr10,110468074,110469033	Foxk2	0.0575031718097881	6.40524856347164	0.481018239815951	0.693436771226852	88.9131954796812	86.7663913471104	87.8296875157632	81.8492502820693	86.0096054525412	86.0595047740404	83.7207861119032	76.0784637935788
chr10,11594872,11595472	0.870871980660201	2.78840207904142	4.07863785273966e-06	9.11122946000899e-05	8.16475782823118	8.49801968573609	7.80761502912748	4.04612722032295	4.85421511679579	chr10,11594872,11595472	Crebbp	0.0279563957160702	8.04006485749448	0.722063168993723	0.858148009595969	267.523111309576	270.384557260978	266.329722665352	258.388673553464	262.444774146592	272.475664535664	263.375127600197	243.9413873188
chr10,14034533,14035792	0.718057706143528	4.96753223915579	5.57834237122762e-08	2.60319398881622e-06	36.9091960887614	37.2495835707806	36.316866608672	21.5951955165124	23.1596393016266	chr10,14034533,14035792	Zfp598	-0.00351327754089669	5.30609234918637	0.970291589300131	0.992396638244809	40.3538681252978	38.3672170512096	41.1011462270356	37.8192938047158	40.9923385238469	40.2697397408138	39.4232988713716	37.3438022686569
chr10,14055338,14056346	0.673857146551183	3.5500212278274	3.74014336152863e-05	0.000539138473168851	13.4215110116871	14.1633905427593	12.8991544528153	7.62869192238158	9.2668058673117	chr10,14055338,14056346	Syngr3	0.173173284210786	5.92563403439953	0.0517776677790792	0.161290132483179	68.9530922223914	67.7161427622625	61.8939718532549	58.7190142029973	60.7162264827141	58.3542158515716	58.7596520737031	50.3539402072593
chr10,14546869,14547980	1.43682942639032	3.85965915223507	1.39047631393846e-16	1.00488846331378e-13	18.9019560258244	20.4841924822394	17.8783295259738	6.01497518123111	8.05511619312264	chr10,14546869,14547980	Unkl	0.0682591865501856	4.7628816710171	0.475407140926611	0.688761583165341	29.1538463581343	25.1335480874807	30.4366682169292	26.0213940340331	28.7014562267215	25.3904350678324	25.7110823223498	25.8230353467132
chr10,14613823,14614394	1.06664555971061	2.6143132268561	1.61893964784991e-06	4.33321251440945e-05	7.26995915052534	8.50497326934515	6.56516978978773	2.66663038244639	4.4161852248534	chr10,14613823,14614394	Baiap3	-0.836094444649914	5.20704797702203	6.32538114303724e-05	0.000694507783205043	28.8733708857598	27.3212391638735	18.9191344229469	30.6404875713973	44.5258972697926	27.3241358181464	46.8687764530235	70.1085703739107
chr10,14788051,14789920	1.16649779069367	4.30674204045733	5.77113583042964e-08	2.67449303975295e-06	24.2705074704009	29.3205765984774	21.729121818008	7.99526609255692	14.349787693894	chr10,14788051,14789920	Cacna1h	0.824219475264276	6.53950153383653	3.438945870059e-13	3.6333885237646e-11	112.591216383831	108.37806875	122.714940751367	131.37624928252	62.4347332670011	59.8744353300526	61.1712375833157	84.8024670805956
chr10,15485452,15486601	0.939768023776322	3.72671971014639	1.86525698538111e-05	0.000309855146221344	15.5465317792144	18.8613056829348	13.8086783545331	5.91295781555904	10.8189939973835	chr10,15485452,15486601	Tmem8a	-0.358657525743004	3.53929622462676	0.021100627816217	0.0825002843832723	10.9151702042643	12.4864525063121	7.87907665451764	9.10125990466871	13.3327244571417	13.2483782114923	14.5684706707141	10.6375601584218
chr10,17543063,17543546	0.890334238850065	2.80254863606849	1.60304395339149e-06	4.29794728934199e-05	8.27660381316511	8.3870585309392	8.14617961480111	4.27426554186452	4.6323566236219	chr10,17543063,17543546	Fbxw11	-0.0163487294396996	7.03072421815157	0.837248169987403	0.923325324490895	135.088537565464	130.683206296737	128.770816773911	125.105115418375	136.426661511239	129.954394705516	133.053384649176	126.136913730194
chr10,20621546,20623036	0.873335563497573	4.21030002545459	5.21470427223174e-09	3.52713627330656e-07	22.4810656649785	21.9981251071011	22.5132452815767	12.2377228037085	12.1296553668137	chr10,20621546,20623036	Fbll1	0.3747034998591	4.98663888715341	4.8412085131923e-05	0.000555240862381964	37.6349134335164	32.7109266118351	37.885700305483	34.5084371032113	29.4190312097626	25.2313715983035	26.4610950589422	28.9668182685993
chr10,20818267,20818923	0.896853823590978	2.6966116108353	7.9635225124441e-06	0.000155963333111756	7.60551538607335	8.28278419718879	7.12956260365544	3.47177236404172	4.74538464407694	chr10,20818267,20818923	Wwc1	0.325540311334806	6.95105045573929	0.00347422194177077	0.019902065522121	149.995215134308	132.764373124181	150.097440157815	117.232756605289	123.91129395184	116.814359724782	109.110377245784	89.1365541749816
chr10,27178006,27179886	0.604336258921984	3.98690871398513	7.25391120379921e-05	0.00091884020662809	18.2309154530831	17.859811560357	18.2143046154854	12.0063459939605	11.7986226173185	chr10,27178006,27179886	Gabrg2	0.183322253690801	6.30683006085181	0.0206355460340216	0.0811752111784282	87.3048051566385	88.3138254609038	79.6316039337022	81.0742994170291	75.6518651471822	74.0195098355443	75.6324630747678	70.8860033530686
chr10,31257961,31258482	0.9359918288515	2.66707267975316	1.49285671295083e-06	4.04317795577628e-05	7.60553291760704	7.51421881624858	7.58000063545595	3.92595329162085	3.96981755023553	chr10,31257961,31258482	Nipal4	-0.926585569848745	4.0382332708543	8.46696651267547e-09	2.98190008611819e-07	10.9226262544926	7.84446895459472	15.1086789117531	11.1234349091803	23.4114779202865	19.0273592074378	19.4981678085714	23.6203415314385
chr10,37312095,37313497	0.761040341686196	5.12317984287563	9.32727104039887e-07	2.71785091024249e-05	40.9356157860497	44.6667674595544	38.5831353026307	20.8046376217909	28.0201825904772	chr10,37312095,37313497	Jade2	0.298748020868144	6.09436271552985	0.000200116491609234	0.00183075321620635	75.6668387890773	71.9318560460625	80.8090786341208	72.6407197194568	62.7579779322041	63.506659468666	59.7779118439818	58.6940025518874
chr10,38691276,38692823	1.24636924590402	5.57940928658708	3.28247466569015e-05	0.000486632480515613	58.3834559864608	78.1389391172143	49.0016926496544	15.0718839289093	37.0849164712413	chr10,38691276,38692823	Aff4	0.0461869873054119	8.37068200818568	0.542238517643329	0.741990806057014	341.027629460159	339.861717252932	332.081726247814	331.809153780681	328.510518925548	326.148794534401	328.027166547299	319.722279595513
chr10,38836782,38838755	0.753336520833048	5.15280056802921	6.22962592875911e-09	4.08947923387174e-07	42.2778050235156	42.6953039772537	41.6341591498576	24.135499645786	25.9166276800115	chr10,38836782,38838755	Sowaha	0.952225629254388	4.95668006682463	3.56270852836687e-10	1.91812951113453e-08	36.4848814212159	33.4581081782913	46.1909678857632	47.0941624299852	18.9066283407804	18.3960285798702	18.0524068849486	28.9914488657551
chr10,38876773,38878697	0.640506836223045	4.97785066892963	2.37113594332425e-05	0.000375390081384504	36.1262389685702	39.1105197595511	34.2834491923175	20.2252098555707	26.5855545408228	chr10,38876773,38878697	Sept8	-0.0292100496471297	8.2384699076854	0.764344049911834	0.886180737971452	319.458432417093	264.621653376782	336.259877777064	275.096945907505	340.513404712848	290.188637214233	296.371103562118	292.815190888984
chr10,39654909,39655838	0.985891249089524	3.43092796028635	1.84063123613377e-05	0.000306427563898045	12.638530986963	15.5932214755435	11.2062212985006	4.52538078289168	8.72282198059012	chr10,39654909,39655838	Acsl6	0.0831971645843916	8.21061795435417	0.27213326017872	0.502037097549085	300.674517996036	301.387840958849	310.539185848783	306.095570587351	284.431512589681	294.133975608769	285.604467706065	286.23345728564
chr10,40207896,40208850	1.10523022763157	4.56013060106035	1.21034853255917e-05	0.000218186402097447	28.4087815182896	36.0820062764237	24.5600989584569	8.92969661285472	18.656393193602	chr10,40207896,40208850	Hint1	-0.0289170113947063	6.23552097413882	0.738279185853893	0.868505577197062	81.036078242112	73.4259496928357	74.7009236233879	68.8090489107109	83.1397638366795	72.4934115194162	77.0252144659802	71.3474557434949
chr10,42932447,42933515	0.64587231880939	4.25675547845243	9.33463611279352e-06	0.000177570589123117	22.1455200638061	21.9996454138902	22.0611671235161	13.971112207645	14.2255732288507	chr10,42932447,42933515	Mfap3	0.0340222955268031	3.98661943602066	0.752933055330467	0.87860947463077	16.0753024084991	17.1290815595841	14.9514858525	15.5723871064767	15.4289140794577	16.1928425302608	16.069009328313	14.5541215018841
chr10,43598612,43599397	0.668058999090334	3.85903906116648	1.48202559483914e-05	0.000259068666795382	16.7769036994854	16.8819684280647	16.631105910389	10.2781284975038	10.807797017837	chr10,43598612,43599397	Gemin5	-0.0835102713086567	4.93968899152909	0.395874614095169	0.620366909475334	32.8631860877976	28.9221651061653	28.6696753357107	28.3506008350445	34.4312404750133	27.0695953969764	31.709958974974	32.6697239114922
chr10,45578538,45579898	0.685415255663566	5.61241395498955	1.06608993203208e-07	4.40374192881985e-06	57.2651646879651	59.1446834508577	55.663956278989	33.1478002209844	38.1602391489312	chr10,45578538,45579898	Arf1	0.153404605195147	7.47447389835603	0.0430847723784904	0.140928124176571	190.136645540764	184.151826679567	189.270837164325	185.177450817923	170.976701776259	165.807491881671	167.013311050244	169.405284424792
chr10,54966671,54967992	0.78302707739958	2.93923319360407	1.03708434590705e-05	0.000192667598759419	8.94768057507902	9.0403787911898	8.82492946799987	4.96738185880956	5.40445377249268	chr10,54966671,54967992	Ntn1	0.848834316664685	4.20220558665317	3.09639273979904e-08	9.27729440930833e-07	20.3552369860536	29.5088141740186	19.1325539181298	25.1499557637861	10.5357011982535	16.0401668944427	13.4444065922204	12.2394182031139
chr10,55675041,55676143	0.934934169383638	4.69033141723378	1.29056908112141e-06	3.56993659029236e-05	30.8694436029033	35.8523170458187	28.0639391273162	12.6146386115841	20.4151949967003	chr10,55675041,55676143	Vamp2	0.0632926454211206	9.27552492548762	0.452011907569223	0.669112798896086	668.969885906316	661.366918134248	607.146563034532	595.474021708398	634.261815285747	608.506261187574	622.897923832541	558.571142710209
chr10,56609605,56610367	0.673531243623835	4.83986046457202	4.128468591302e-07	1.3845385532009e-05	33.5538221950836	33.1078670117834	33.4874439068423	20.8973290269042	20.9518032822816	chr10,56609605,56610367	Dvl2	0.316186186786049	4.38370404250915	0.000962074283573547	0.00685551107138716	24.8833241962249	23.3724835264672	21.971341362281	21.9347733670752	19.6669498625816	17.1885639140989	18.6403000251687	18.5197237521098
chr10,57184492,57185867	0.821429905278132	5.49199078475641	5.33850125061098e-10	5.09318718323885e-08	54.021626248022	56.0958462377906	52.3832952316586	28.2991963653491	32.9776037406058	chr10,57184492,57185867	Mink1	0.475835884244201	8.95038392745034	2.72683708589452e-07	6.27760950316112e-06	552.346733990656	518.464034512558	663.732546632966	567.175475298417	413.972596501193	443.016032034094	390.001659911788	408.051882769356
chr10,57274687,57276732	0.668022751538337	5.79853753091051	4.01066098618609e-07	1.35238004897378e-05	64.7588397635374	67.7507771136089	62.6788227109093	37.4229707298089	44.4474444126596	chr10,57274687,57276732	Pfn1	-0.102200834846672	6.53326190748299	0.264870206827727	0.493170285721906	96.2257874700477	83.0311575645479	95.8671429678184	81.8470766852658	106.280728533273	92.2077104940095	95.1836885525412	89.5067275090157
chr10,57618197,57618973	0.585940076685295	4.7613304048196	7.47646691360722e-05	0.000941825846957691	30.7576350498382	32.9002768725889	29.4179566400772	18.2586196020348	23.0549016864586	chr10,57618197,57618973	C1qbp	-0.00877613989987903	5.54963044063042	0.915582845333948	0.966332324823167	48.1137712123988	48.0256437633183	44.8531403565841	45.3742881481469	47.8811292268662	46.4721788645141	47.8326555383452	45.319259008561
chr10,62673744,62674454	0.648821928861937	4.01621014119554	4.15862728715841e-05	0.00058742898811157	18.5664294506416	19.5005528663953	17.8772289092032	10.7477948011727	13.0169762975318	chr10,62673744,62674454	Ankrd13b	0.282229543056255	5.72834460256004	0.00203135620854197	0.0127545207517568	60.6960233231809	56.3501714449403	62.3749995295969	52.8722447533757	51.1832845815149	50.4697236700632	47.2973123675044	42.0714822615174
chr10,62674749,62674967	1.10270412396164	1.87533802848055	2.62832508642506e-05	0.000406480836915235	4.47385532844821	4.02580768034325	4.63743210676187	2.19160903133262	1.87349673146384	chr10,62674749,62674967	Ankrd13b	0.282229543056255	5.72834460256004	0.00203135620854197	0.0127545207517568	60.6960233231809	56.3501714449403	62.3749995295969	52.8722447533757	51.1832845815149	50.4697236700632	47.2973123675044	42.0714822615174
chr10,63731253,63732545	0.878015987979116	5.12769946895067	2.51725969118463e-06	6.21903465251431e-05	41.4948133353943	47.8333551600848	38.0198750641533	17.9287327842549	28.2461380600725	chr10,63731253,63732545	Pitpna	-0.170780371316644	7.72094543258987	0.0498967280143394	0.157089269716329	215.684561310131	202.668343394755	191.200545986114	184.086412758879	241.555355455789	214.119054917173	230.647156888312	207.055319034976
chr10,64340177,64341735	0.629091926605674	4.244651938079	1.8446175853181e-05	0.000306807750521735	21.8099744501954	22.1107570931026	21.496230362635	13.5131912638038	14.6684647137906	chr10,64340177,64341735	Vps53	0.0288034427815998	5.76180824946253	0.714534720946122	0.853440746942263	53.8832062451187	56.4034557070705	53.7484463887313	54.7411166339436	52.4027623530811	56.1470561129064	54.2068890045712	51.6980664161414
chr10,64914658,64915618	1.09543624824965	3.83173189576121	3.8127518895684e-06	8.63509722838192e-05	17.1123641747485	21.261200925188	14.9411758127915	5.56924351844596	11.0410591662554	chr10,64914658,64915618	Sez6	0.686007290504793	8.67868978337776	4.74372885673488e-15	7.40654198831539e-13	513.038676346509	468.99754754626	562.291974747146	476.833868178158	328.837938130846	326.097542560915	299.638711090924	301.715034036524
chr10,65079955,65081071	1.17118912015493	4.63300878486932	5.7699927788328e-06	0.000120537252793018	30.1983145504071	38.4793221669723	26.0312202085134	8.93107738758637	19.0982819171648	chr10,65079955,65081071	Myo18a	-0.0277337916183985	7.89896264649872	0.732857078407741	0.865096410096235	243.961229348222	222.038811477672	250.627894809597	228.534147920926	253.459591989832	234.254127150808	237.557443733414	238.235723952
chr10,65522537,65523787	0.767695776887492	5.35836272130941	3.15861567763383e-06	7.40447080783484e-05	48.0937490322462	53.4921133515949	44.9196578107641	23.6965414659074	33.6469124642419	chr10,65522537,65523787	RGD1307929	0.160174002240755	8.39728283652492	0.0464914115607338	0.149253567972294	356.162369613273	346.425277599429	376.397716800072	344.018370652215	323.936437828661	335.035077382671	314.689884334934	299.809954576014
chr10,65606642,65607617	0.810301145751707	3.55767458520991	4.45097246111372e-06	9.76664740272005e-05	13.7570356226266	15.1476176308982	12.9004377048725	6.59511444513697	9.26954873169931	chr10,65606642,65607617	Unc119	-0.297588077241423	3.61056089990222	0.00925313414862868	0.0437740242261607	11.3058838602456	11.1526071823086	10.0750573120385	10.9173240247179	13.608878303336	12.2994389786845	13.7122407929243	13.7889675972137
chr10,66941901,66943362	0.708164754636889	4.28386403703729	1.59870586056538e-06	4.28918345915365e-05	23.0403068658064	21.9955788392859	23.3043711604231	14.5419727822287	13.3405092444393	chr10,66941901,66943362	Rab11fip4	0.287382668521426	7.9853984189077	0.00137519000721079	0.00928600191317925	295.511806295788	265.528714662193	299.070804330682	253.779303642	248.387259368799	231.521946936679	225.076980211262	207.722655503841
chr10,67324589,67325654	0.63945160031528	5.34795506858771	2.28154124661114e-05	0.000363862738095226	46.7516103764563	50.7655434521681	44.239699508131	26.1159469447613	34.526499530717	chr10,67324589,67325654	Suz12	0.0805641849922563	4.98922060747558	0.428487177646933	0.6489640298499	34.9170943902348	35.0586547225397	30.8133693045092	29.3820546764472	32.6704394610963	32.1746552337183	32.138122449179	26.1219734395272
chr10,67750530,67751541	0.719103899290045	3.86258077521327	1.52071166862618e-05	0.00026462032395992	16.7768784404034	18.1963920057961	15.9547375481078	8.9036005172767	11.6952147762557	chr10,67750530,67751541	RGD1310429	0.0566137995163198	4.88904171558481	0.54068205132168	0.740875702604237	31.9801113270349	32.2838447761565	27.812699262912	28.3497703231536	30.1373346737488	28.8085489631133	30.1027282518313	26.744925374369
chr10,69737193,69738380	0.801786052953216	3.57109144378107	1.31223307757011e-05	0.000233872528881574	13.7570217474544	15.5857254166066	12.7879446508653	6.48183965900114	9.60148533077873	chr10,69737193,69738380	Tmem132e	0.284453085864801	4.67319351456228	0.0232161252958504	0.0889402924365568	27.441323385179	21.9319711798531	34.9363668082144	27.3173682218345	24.2954143282562	21.8153765849632	20.7837579556587	24.7503786279072
chr10,71278137,71279108	0.912890051049003	4.42850655191772	2.96218909692073e-09	2.17405166665951e-07	26.0601098023375	27.6712832573452	24.8923318525832	12.3668827584269	15.4443106680047	chr10,71278137,71279108	AC105531.1	-0.0192458388884924	6.20301391242609	0.812777655559048	0.911650033198894	77.5463130104225	74.3864213598849	70.6822653676395	69.6907244763422	77.9636209001672	71.4423627053216	75.5789077563312	71.2465057619586
chr10,71440976,71442142	0.668653160533447	4.69686166366095	7.47101387765009e-06	0.000148170595714943	29.9747181654872	31.9195950429774	28.625959609705	16.7571543890168	21.1799835807713	chr10,71440976,71442142	Tada2a	0.00206732557746865	4.64880960318641	0.987725447815969	1	25.0008203237411	25.2401541992894	24.8110954633801	24.9385204155093	24.8509308444518	25.286851122759	25.1215754770616	24.5889232097664
chr10,75269866,75271050	0.99006562971583	5.01735871509002	7.84179739247581e-05	0.000978313509270294	38.3630682852764	48.5004595221672	33.3852246416364	13.2089619257657	27.1512470323142	chr10,75269866,75271050	Dynll2	-0.011584370893576	8.73762085730315	0.883374175021644	0.94938236119747	439.309879254673	439.434928958342	408.98005232778	412.470975833873	438.104921621458	426.979265626242	437.940766771287	410.878891205307
chr10,76040300,76041277	0.726980234377582	4.42481549338488	7.1269105855602e-05	0.000906115704140793	24.7179224858222	28.2245236734557	22.7453952117488	12.033094591337	18.4280465242339	chr10,76040300,76041277	Msi2	-0.0497727035124739	6.05659429769395	0.626023772000728	0.796242400810484	69.7295734388819	75.2933946694553	54.3931308396692	61.8257434323897	69.0948452632366	66.1331810770834	72.7394278769583	62.44646199509
chr10,76320214,76321319	0.610088554428347	4.26015956187247	2.69691109694683e-05	0.000414848535543582	22.0336739855137	21.8907458702582	21.9480380482431	14.2024350859135	14.5565838760102	chr10,76320214,76321319	Coil	0.062001536390932	3.61544682726789	0.583838026423888	0.769601107712875	12.4724381635295	13.0202491902541	11.6825903142861	12.4695220006956	11.7373723518132	11.8809041318434	12.1053898241019	11.8316417074239
chr10,82026588,82027559	0.619154529424955	5.15428997167815	5.21198138372045e-06	0.000110810949331441	41.6067576754193	38.9820720621552	42.7619063944617	28.7355694693999	24.8057871660309	chr10,82026588,82027559	Luc7l3	0.165395542248455	7.23020141822088	0.0514044997134927	0.160412176321119	160.036761637032	173.639387718693	143.615540004398	157.237857790385	138.470225488707	144.570216640295	146.176393004786	136.580501416017
chr10,85221626,85223306	0.954596772356415	4.12034066457302	7.48721793150921e-07	2.27938191744872e-05	20.8033111977315	23.9769495731346	19.011982098901	8.45148347891361	13.4645633935644	chr10,85221626,85223306	Npepps	0.0179735087701969	7.70396111133259	0.830991380989847	0.92008187323212	225.109663834152	216.222244381081	200.471269246641	197.022318401319	220.122720654175	200.188090601946	212.596085977653	195.533354670689
chr10,85974576,85975159	0.877643196027344	3.48987137934997	1.84080383752562e-05	0.000306427563898045	13.08593494632	15.3711004185632	11.8838605736797	5.44617889678939	9.16225518970271	chr10,85974576,85975159	Cacnb1	0.585345027157439	6.65710224643267	1.08149974166539e-08	3.71570522491005e-07	117.522626381169	102.988598589261	140.290115509376	123.19474410501	81.3833367886701	77.2774898994013	73.8123684429751	90.0882892329729
chr10,86657018,86657797	1.27286614408617	4.3369691957214	1.96274749370435e-08	1.09472649267997e-06	25.1652716358499	30.8479744670047	22.1825460513324	7.41983663707629	14.1303162219762	chr10,86657018,86657797	Thra	0.17598049861758	8.17303095286259	0.0224955589450912	0.0865100148594477	312.312324290282	298.079426144713	309.038852366729	304.956657551412	275.998628425615	259.960750617475	267.392702442234	280.423829068637
chr10,86709869,86712214	1.09838852934078	5.94141350594235	5.97725498653948e-08	2.75094330330012e-06	75.8315314075203	89.0088626035265	68.4549781881315	27.1757189646056	45.4542772229171	chr10,86709869,86712214	Msl1	0.154702337117973	7.2183058488117	0.0817762777401175	0.225016700420379	168.068463488479	153.041868421848	163.06622075556	142.951797570231	153.44855927794	141.152420602992	141.034571880346	127.727153641249
chr10,89374097,89374901	0.674091553377996	4.51274549361591	1.66033291982998e-06	4.42198693545289e-05	26.7312158393651	26.245996696771	26.6993208009169	16.7400533934313	16.5404333374475	chr10,89374097,89374901	Vat1	-0.344459461206522	5.76887493748436	1.40115459101862e-05	0.000194748014965318	46.8991675814845	49.9466571201099	45.2820398762293	49.6729960837966	58.4651908518323	61.1398338571623	62.5091806112449	61.4246342612143
